context_3,context_2,context_1,response
,,,"Не тф
Тф<=>керас
Это курс"
,,"Не тф
Тф<=>керас
Это курс","ну
tensorflow там"
,"Не тф
Тф<=>керас
Это курс","ну
tensorflow там","Это у авторов курса надо спрашивать. 
А сбер учит свои модельки на торче"
,,,"не думаю, что стажировки проходят на torch'e, когда учат tf)"
,,"не думаю, что стажировки проходят на torch'e, когда учат tf)",…
,,,На mxnet и open vino
,,,На торче пишут только школьники олимпиады
,,На торче пишут только школьники олимпиады,прод тож на торче
,На торче пишут только школьники олимпиады,прод тож на торче,на vino
,,,"а не учить тф 2 года, чтобы потом писать на mxnet"
,,,Что ты будешь учить два года?)
,,Что ты будешь учить два года?),я не знаю чему там будут обучать 2 года
,Что ты будешь учить два года?),я не знаю чему там будут обучать 2 года,Базе
,,,Как слои создавать?
,,Как слои создавать?,"import torch
layer = nn.Linear(in_size, out_size)"
,Как слои создавать?,"import torch
layer = nn.Linear(in_size, out_size)",
,,,"Ну тип ты программист, а не специалист по определенному фреймворку"
,,"Ну тип ты программист, а не специалист по определенному фреймворку",
,,,"Если надо сделать, хоть на брейнфаке бэкпроп считай
Статистике там
Матану"
,,"Если надо сделать, хоть на брейнфаке бэкпроп считай
Статистике там
Матану",Пчел
,"Если надо сделать, хоть на брейнфаке бэкпроп считай
Статистике там
Матану",Пчел,"Не знаю как сейчас, но в далёком 2020 на стажировке был торч
Да и если посмотреть, сейчас практически всё на торче"
"Если надо сделать, хоть на брейнфаке бэкпроп считай
Статистике там
Матану",Пчел,"Не знаю как сейчас, но в далёком 2020 на стажировке был торч
Да и если посмотреть, сейчас практически всё на торче",Торч это база
Пчел,"Не знаю как сейчас, но в далёком 2020 на стажировке был торч
Да и если посмотреть, сейчас практически всё на торче",Торч это база,"Спасибо Никита , я просто не знал"
"Не знаю как сейчас, но в далёком 2020 на стажировке был торч
Да и если посмотреть, сейчас практически всё на торче",Торч это база,"Спасибо Никита , я просто не знал",А тьфу блин это риторический вопрос был...
Торч это база,"Спасибо Никита , я просто не знал",А тьфу блин это риторический вопрос был...,"я кандинского
на торче писал
ниче не знаю"
,,,"кандиского писала мария тихонова, не правда"
,,"кандиского писала мария тихонова, не правда",да сука((((((
,"кандиского писала мария тихонова, не правда",да сука((((((,у меня есть скрин сторис
,,,кинь
,,кинь,кто бейз писал?
,кинь,кто бейз писал?,повоему в бейзе небыло input.matmul
,,,ты это от себя добавил?
,,ты это от себя добавил?,"да, я создатель пайторча"
,,,респект
,,респект,"Всем, бб, удачи на финале"
,респект,"Всем, бб, удачи на финале","Кто бейз сабмиты закидывает?
не надо пж"
респект,"Всем, бб, удачи на финале","Кто бейз сабмиты закидывает?
не надо пж","всм
куда"
,,,в хак
,,в хак,а где он
,,,Могу продать на финал
,,Могу продать на финал,axax
,Могу продать на финал,axax,на почту инвайты рассылали?
Могу продать на финал,axax,на почту инвайты рассылали?,Основной чат чекни
axax,на почту инвайты рассылали?,Основной чат чекни,"ты про чат 21/22 или про 22/23?
ссылка на сайте профиля только на первый почему то"
,,,кто здесь во сколько лет ии начал заниматься?
,,кто здесь во сколько лет ии начал заниматься?,Месяц третий наверное
,,,полчаса назад сел
,,полчаса назад сел,+ ток питонскачал
,,,+ даже не успел на нто регнуться теперь 2 трек решаю
,,,ии это что? исламский институт?
,,ии это что? исламский институт?,ХААХХАХААХАХАХАХА
,,,подсказка ии = ai)
,,подсказка ии = ai),"ЧЕЛ, я украду"
,,,Кто-нибудь встречал быстрый метод поиска одинаковых/похожих подмассивов в 1d/2d/3d/4d массивах?
,,Кто-нибудь встречал быстрый метод поиска одинаковых/похожих подмассивов в 1d/2d/3d/4d массивах?,"Косинусное расстояние
Для 1+d flatten"
,Кто-нибудь встречал быстрый метод поиска одинаковых/похожих подмассивов в 1d/2d/3d/4d массивах?,"Косинусное расстояние
Для 1+d flatten","Размерность нужно сохранить + нужен алгоритм поиска повторов полностью(с минимальным количеством вложенных циклов), а не одно сравнение"
Кто-нибудь встречал быстрый метод поиска одинаковых/похожих подмассивов в 1d/2d/3d/4d массивах?,"Косинусное расстояние
Для 1+d flatten","Размерность нужно сохранить + нужен алгоритм поиска повторов полностью(с минимальным количеством вложенных циклов), а не одно сравнение",есть алгоритм CTC
"Косинусное расстояние
Для 1+d flatten","Размерность нужно сохранить + нужен алгоритм поиска повторов полностью(с минимальным количеством вложенных циклов), а не одно сравнение",есть алгоритм CTC,и аналогичный ему DTW
,,,если какая-то кастомная оценка похожести то вряд ли можно лучше чем квадрат
,,если какая-то кастомная оценка похожести то вряд ли можно лучше чем квадрат,И снова косинус или просто среднее и его применяешь
,,,А ipynb бейз есть?
,,А ipynb бейз есть?,"там код оч просто в ipynb переноситься, cntrl c cntrl v"
,,,no
,,no,Ужас
,,,"Ну это понятно, долго просто"
,,"Ну это понятно, долго просто",Долго два хоткея прожать?
,"Ну это понятно, долго просто",Долго два хоткея прожать?,3
"Ну это понятно, долго просто",Долго два хоткея прожать?,3,а
,,Да,тогда да
,Да,тогда да,да
Да,тогда да,да,тяжело
тогда да,да,тяжело,Очень я считаю
,,,"кстати, скорее всего файнтюн головы клипа может бустануть скоры"
,,"кстати, скорее всего файнтюн головы клипа может бустануть скоры",
,,,ну я 28 на семинаре попишу
,,ну я 28 на семинаре попишу,описание какое-то самокритичноеэ
,,,Очень похоже на что то на олимп прогерском
,,Очень похоже на что то на олимп прогерском,"Не, у меня тут просто идейка появилась одна относительно графового ии..."
,Очень похоже на что то на олимп прогерском,"Не, у меня тут просто идейка появилась одна относительно графового ии...",Дебри уже
,,,Графы тут не нужны
,,Графы тут не нужны,"ТУТ - да, не нужны это для искусственного интеллекта человеческого уровня..."
,Графы тут не нужны,"ТУТ - да, не нужны это для искусственного интеллекта человеческого уровня...",Ммммм.... Нечеловеческоуровневый ии
,,,кстати никита у меня есть идея для элис которая тебе должна понравиться
,,кстати никита у меня есть идея для элис которая тебе должна понравиться,"Можно тут, можно в лс - мне без разницы"
,кстати никита у меня есть идея для элис которая тебе должна понравиться,"Можно тут, можно в лс - мне без разницы",https://data.mendeley.com/datasets/922xsfxh2g/1
,,,Сильно сильно
,,Сильно сильно,"Элис нет уже, с Иваном рассорился в конец, решил использовать выращенные в пробирке мозги в технике...
Я в AGI Russia подался"
,,,"Мозги... В пробирке... В технике...
Я что то пропустил?"
,,"Мозги... В пробирке... В технике...
Я что то пропустил?","Вот и по-моему это бред, а он не в какую..."
,,,"датасет записей мозга червей
есть много таких
и там учитываются все нейроны"
,,,и есть информация о внешних стимулах и передвижении
,,и есть информация о внешних стимулах и передвижении,Разработчик из России создал первого нейрочервя
,,,если такое сможешь смоделировать это по сути решит задачу на червях
,,если такое сможешь смоделировать это по сути решит задачу на червях,"Да ну, по-моему пытаться копировать мозг снизу - плохой вариант, т.к. в нём много того, что при запуске на искусственном носителе будет бессмысленно"
,если такое сможешь смоделировать это по сути решит задачу на червях,"Да ну, по-моему пытаться копировать мозг снизу - плохой вариант, т.к. в нём много того, что при запуске на искусственном носителе будет бессмысленно",биология момент
,,,Надо сверху смотреть
,,,"снизу/сверху это бессмыссленный концепт, самое главное что здесь у тебя больше информации и простая задача"
,,"снизу/сверху это бессмыссленный концепт, самое главное что здесь у тебя больше информации и простая задача","А толку? Луна вроде ближе если залезть на дерево, но так до неё не доберёшься, так и тут..."
,"снизу/сверху это бессмыссленный концепт, самое главное что здесь у тебя больше информации и простая задача","А толку? Луна вроде ближе если залезть на дерево, но так до неё не доберёшься, так и тут...",у тебя проект эмулировать мозг
"снизу/сверху это бессмыссленный концепт, самое главное что здесь у тебя больше информации и простая задача","А толку? Луна вроде ближе если залезть на дерево, но так до неё не доберёшься, так и тут...",у тебя проект эмулировать мозг,Повторяюсь того проекта уже нет
,,,У меня вот такая идея
,,,"ok
теория ценна в той степени в которой у нее есть предсказательная способность
я не могу найти разницы на уровне слов между attention из трансформеров и голографической памятью SPAUN, но одно работаети обучается, другое - нет"
,,,ладно а что иван сейчас делает с этим
,,ладно а что иван сейчас делает с этим,🤷‍♂️ Он со мной не разговаривает больше.
,,,"Компилил бейз 3 часа, получилось 4.6. Тем временем разбор задачи: Ну это старенькая программа, он будет там около 4 выдавать."
,,"Компилил бейз 3 часа, получилось 4.6. Тем временем разбор задачи: Ну это старенькая программа, он будет там около 4 выдавать.",база
,,,"Жопа.csv слева , интересный файл"
,,"Жопа.csv слева , интересный файл",база
,"Жопа.csv слева , интересный файл",база,"А что делать если у Visual Studio Code во время обучения происходит ошибка сохранения бейзлайна на 17 эпохе и всё
Что делать?"
"Жопа.csv слева , интересный файл",база,"А что делать если у Visual Studio Code во время обучения происходит ошибка сохранения бейзлайна на 17 эпохе и всё
Что делать?",Какая именно ошибка?
,,,Типо визуал студио не удалось сохранить baseline.ipynb и он без причин останавливает обучение
,,Типо визуал студио не удалось сохранить baseline.ipynb и он без причин останавливает обучение,"Такое бывает когда вывод слишком большой, его нужно периодически чистить"
,Типо визуал студио не удалось сохранить baseline.ipynb и он без причин останавливает обучение,"Такое бывает когда вывод слишком большой, его нужно периодически чистить",Так и не особо большие выходные данные
Типо визуал студио не удалось сохранить baseline.ipynb и он без причин останавливает обучение,"Такое бывает когда вывод слишком большой, его нужно периодически чистить",Так и не особо большие выходные данные,"Тогда не знаю, мб попробовать переустановить?"
"Такое бывает когда вывод слишком большой, его нужно периодически чистить",Так и не особо большие выходные данные,"Тогда не знаю, мб попробовать переустановить?","Пробовал, всё тоже самое"
,,,"И даже код не видно становится, просто всё пропадает
Обучал около 5 часов и умер"
,,,Ещё проверь свободное место на диске
,,Ещё проверь свободное место на диске,Места то хватает
,,,"Там именно моей ошибки нет
Пробовал в jupyter-lab локальном делать и такая же ошибка
Просто отключает мне его и всё"
,,,А jupyter переустанавливать пробовал? (Через pip/conda)
,,А jupyter переустанавливать пробовал? (Через pip/conda),"Пробовал, не помогает"
,,,И я не знаю почему возникает ошибка эта
,,,Колаб сила локаль могила
,,Колаб сила локаль могила,Так GPU хватает
,,,"Вы израсходовали всё GPU, удачи!!!"
,,"Вы израсходовали всё GPU, удачи!!!",10$ за про и 30 часов квоты в кагле: ну да ну да пошли мы нафиг
,"Вы израсходовали всё GPU, удачи!!!",10$ за про и 30 часов квоты в кагле: ну да ну да пошли мы нафиг,POV: Ты без денег
"Вы израсходовали всё GPU, удачи!!!",10$ за про и 30 часов квоты в кагле: ну да ну да пошли мы нафиг,POV: Ты без денег,Яндекс датасфер бесплатно 4к даёт
,,,"Конкретнее, что это?"
,,"Конкретнее, что это?",Это от яндекса сервера выдают с гпу
,,,Ток там всё равно нужно денег вначале внести
,,Ток там всё равно нужно денег вначале внести,А у меня их нет😭
,,,"скинь ссылку
бл"
,,,сколько денег?
,,сколько денег?,700 рублей
,,,много
,,много,Согласен
,,,"хотел юзануть Rocm для AMD, а он на винде не поддерживается😩"
,,,ставь линукс
,,ставь линукс,"Комп домашний, не очень хочется"
,,,"был бы рабочий сразу бы поставли
поставил*"
,,"был бы рабочий сразу бы поставли
поставил*","Так на домашнем удобнее
На маке имбово
Мак лучший ноут бтв евер"
,,,"Линукс только для таких вещей как программирование и т.п, в остальном он не очень нужен"
,,"Линукс только для таких вещей как программирование и т.п, в остальном он не очень нужен",а какие другие вещи?
,"Линукс только для таких вещей как программирование и т.п, в остальном он не очень нужен",а какие другие вещи?,мне пк только для этого и нужен(для программирования)
"Линукс только для таких вещей как программирование и т.п, в остальном он не очень нужен",а какие другие вещи?,мне пк только для этого и нужен(для программирования),Ну ты в игры не играешь
,,,"я про это же
поэтому не очень хочется ставить"
,,,А виртуалка не поможет?
,,А виртуалка не поможет?,держать виртуалку и одновременно обучать :)))
,,,Так он удобнее винды даже в обычной жизни
,,Так он удобнее винды даже в обычной жизни,Ну ладно в кс погонять можно сделать 2 ос
,,,Тебе мощности не хватит
,,Тебе мощности не хватит,Что мешает
,Тебе мощности не хватит,Что мешает,У меня комп взорвётся
Тебе мощности не хватит,Что мешает,У меня комп взорвётся,да
,,,"Можно купить 2 ссд, на 1 поставить линукс на другой винду"
,,"Можно купить 2 ссд, на 1 поставить линукс на другой винду",немного дороже чем колаб за 10$
,,,"У меня у друга так все норм
Ну если у тебя норм карта то нет"
,,,Зачем заморачиваться если у тебя 960
,,Зачем заморачиваться если у тебя 960,Как пример
,,,ну у меня бюджетка
,,,А вообще модно и на бесплатном колабе и кагле жить
,,А вообще модно и на бесплатном колабе и кагле жить,"да, обучаешь там миллиард лет"
,А вообще модно и на бесплатном колабе и кагле жить,"да, обучаешь там миллиард лет",Ммм нет
,,,Я так последние 4 месяца делаю
,,,в плане на каггле?
,,в плане на каггле?,И там и там норм
,,,"на каггле тоже можно обучать?
мммм
у тебя не заканчиваются вычислительные единицы?"
,,"на каггле тоже можно обучать?
мммм
у тебя не заканчиваются вычислительные единицы?","30-40, часов в неделю тебе мало?
На кагле"
,"на каггле тоже можно обучать?
мммм
у тебя не заканчиваются вычислительные единицы?","30-40, часов в неделю тебе мало?
На кагле",а в колаб?
"на каггле тоже можно обучать?
мммм
у тебя не заканчиваются вычислительные единицы?","30-40, часов в неделю тебе мало?
На кагле",а в колаб?,Ну в колабе у меня 4 акка
"30-40, часов в неделю тебе мало?
На кагле",а в колаб?,Ну в колабе у меня 4 акка,"с какой скоростью у тебя обучаетя?
обучается*"
а в колаб?,Ну в колабе у меня 4 акка,"с какой скоростью у тебя обучаетя?
обучается*",А как ты сравнишь?
Ну в колабе у меня 4 акка,"с какой скоростью у тебя обучаетя?
обучается*",А как ты сравнишь?,ты в хаке учавствуешь?
"с какой скоростью у тебя обучаетя?
обучается*",А как ты сравнишь?,ты в хаке учавствуешь?,Пока нет
,,,Блин нг чилить надо
,,Блин нг чилить надо,
,,,просто у меня на хак до ограничения колаб вылетал
,,просто у меня на хак до ограничения колаб вылетал,За 2 недели до конца ноомик залететь
,просто у меня на хак до ограничения колаб вылетал,За 2 недели до конца ноомик залететь,озу израсходовал и вообще куда не находил
просто у меня на хак до ограничения колаб вылетал,За 2 недели до конца ноомик залететь,озу израсходовал и вообще куда не находил,Мб ты не включил его?
За 2 недели до конца ноомик залететь,озу израсходовал и вообще куда не находил,Мб ты не включил его?,"не
там в плане
Cuda out of memory"
озу израсходовал и вообще куда не находил,Мб ты не включил его?,"не
там в плане
Cuda out of memory",Бейз?
Мб ты не включил его?,"не
там в плане
Cuda out of memory",Бейз?,да
"не
там в плане
Cuda out of memory",Бейз?,да,На каком батче?
Бейз?,да,На каком батче?,1
да,На каком батче?,1,Ну значит ты что-то не так делал
На каком батче?,1,Ну значит ты что-то не так делал,"ну хз
это бейз
я просто его запустил
скорость обработки видео в бейзе 2.00 it/s"
,,,"мб это не коллаб, а функция такая"
,,"мб это не коллаб, а функция такая",Cv2 и pil из коробки не распаралелены
,,,"Ну и там код одно поток и тяжёлый
Короче преодбратывайте видео"
,,"Ну и там код одно поток и тяжёлый
Короче преодбратывайте видео","Ок
Кто-нибудь видел Character AI?
Это шедевр
Я всю жизнь хотел RPG с этого сайта"
,"Ну и там код одно поток и тяжёлый
Короче преодбратывайте видео","Ок
Кто-нибудь видел Character AI?
Это шедевр
Я всю жизнь хотел RPG с этого сайта",Тут в AGI Russia какая-то жесть
,,,Есть идеи что это?
,,Есть идеи что это?,"Похоже на шизу, но психиатр ответит лучше"
,Есть идеи что это?,"Похоже на шизу, но психиатр ответит лучше",Вот и я к этом склоняюсь...
,,,смысл жизни
,,смысл жизни,Или гениальность вместе с шизой...
,смысл жизни,Или гениальность вместе с шизой...,выглядит как геома
,,,кто-нибудь встречал такую ошибку при использовании  torchvision.io.read_image ?
,,кто-нибудь встречал такую ошибку при использовании  torchvision.io.read_image ?,.
,кто-нибудь встречал такую ошибку при использовании  torchvision.io.read_image ?,.,Хз гугли
,,,"так у тебя read_file, а надо read_image наверное"
,,"так у тебя read_file, а надо read_image наверное",нет
,,,Что!??? У химички новый канал??)!?!??????
,,Что!??? У химички новый канал??)!?!??????,решила начать новую жизнь
,Что!??? У химички новый канал??)!?!??????,решила начать новую жизнь,"да, со следующего года начинаю новую жизнь"
Что!??? У химички новый канал??)!?!??????,решила начать новую жизнь,"да, со следующего года начинаю новую жизнь",god zhdat'
,,,"но интернет всё помнит
жду"
,,,"это должна была быть штука, но у меня не получилось("
,,"это должна была быть штука, но у меня не получилось(",
,,,"до этого этот же код работал без ошибки
пришлось переустановить систему, установил все пакеты и либы, какие стояли до этого и теперь вылазит
и ошибка эта не гуглится"
,,"до этого этот же код работал без ошибки
пришлось переустановить систему, установил все пакеты и либы, какие стояли до этого и теперь вылазит
и ошибка эта не гуглится","А может ошибку покажешь
Не"
,,,"долго гуглил уже, варианты кончались"
,,"долго гуглил уже, варианты кончались","заново попробуй установить библиотеки, потому что в сорсах все есть"
,,,"думаешь я не пробовал?!
короче плюнул, сделал чтение через cv2"
,,"думаешь я не пробовал?!
короче плюнул, сделал чтение через cv2","Кто может перевести это предложение
В контексте , что это письмо школьнику ОГЭ 9.3"
,,,"И вопрос перед этим ""Что ты предпочитаешь в выходные надевать?"""
,,"И вопрос перед этим ""Что ты предпочитаешь в выходные надевать?""",What do you prefer to wear on the weekend?
,,,Who do you buy your clothes with?
,,Who do you buy your clothes with?,С кем покупаешь свои вещи
,,,Заранее спасибо
,,,"какое-то кривое предложение. Причём тут вообще bay? В дословном переводе выходит какая-то тарабарщина: ""кто делает тебя покупать твои вещи с?"". Это шутка или так плохо с английским у кого-то?"
,,"какое-то кривое предложение. Причём тут вообще bay? В дословном переводе выходит какая-то тарабарщина: ""кто делает тебя покупать твои вещи с?"". Это шутка или так плохо с английским у кого-то?",английский не работает как русский
,,,прикол
,,прикол,Лол что
,прикол,Лол что,С кем ты покупаешь свои вещи?
,,,"как раз наоборот, если у вопросительного слова есть предлог, его ставят в конец, так что нормальное предложение"
,,"как раз наоборот, если у вопросительного слова есть предлог, его ставят в конец, так что нормальное предложение",вот блин логика не гогичная
,"как раз наоборот, если у вопросительного слова есть предлог, его ставят в конец, так что нормальное предложение",вот блин логика не гогичная,вот в китайском всё понятно
,,,нормальное предложение чел
,,нормальное предложение чел,"О
Спасибо"
,нормальное предложение чел,"О
Спасибо",по приколу сдавал огэ по инглишу
нормальное предложение чел,"О
Спасибо",по приколу сдавал огэ по инглишу,"Переводчики говорят мне ""кому ты покупаешь"""
,,,чтобы физику не писать
,,чтобы физику не писать,Я физику на англ поменял 🥲🥲🥲🥲
,чтобы физику не писать,Я физику на англ поменял 🥲🥲🥲🥲,англ кайф
,,,ахахахахахахахахаххха
,,ахахахахахахахахаххха,как бы это не шутка
,,,я не знал даже какие там задания
,,,можно спокойно письменную часть на фул балл забрать
,,можно спокойно письменную часть на фул балл забрать,И будет 4
,можно спокойно письменную часть на фул балл забрать,И будет 4,я на 5 сдал
,,,"триллиард иероглифов на все случаи жизни, где там понятно"
,,"триллиард иероглифов на все случаи жизни, где там понятно","там везде глубокий смысл и логика + большинство иероглифов составные, основных не так много на самом деле"
,"триллиард иероглифов на все случаи жизни, где там понятно","там везде глубокий смысл и логика + большинство иероглифов составные, основных не так много на самом деле",ладно
,,,изи
,,изи,Но лучше перестраховаться
,изи,Но лучше перестраховаться,"только устную речь не сдать без подготовки
там надо знать как отвечать"
,,,но английский проще русского
,,но английский проще русского,и пунктуацию запоминать не надо
,но английский проще русского,и пунктуацию запоминать не надо,в китайском она тоже не так важна
,,,но логика не логичная...
,,но логика не логичная...,"у нас не лучше, просто у русскоговорящих людей это на подсознательном уровне"
,,,"представь как англоговорящий человек пытается понять все склонения, предлоги, падежи"
,,"представь как англоговорящий человек пытается понять все склонения, предлоги, падежи",так в китайском этого и нет
,,,вообще
,,вообще,ну запятые реже но всё ещё встречаются 🙃
,вообще,ну запятые реже но всё ещё встречаются 🙃,мб так
вообще,ну запятые реже но всё ещё встречаются 🙃,мб так,"...
Прочитай внимательно что я написал
Но спасибо"
ну запятые реже но всё ещё встречаются 🙃,мб так,"...
Прочитай внимательно что я написал
Но спасибо",упс
мб так,"...
Прочитай внимательно что я написал
Но спасибо",упс,":((((
Надо их уничтожить
Отнимают у нас работу"
"...
Прочитай внимательно что я написал
Но спасибо",упс,":((((
Надо их уничтожить
Отнимают у нас работу",Промпты кто-то должен генерить всё равно(пока)))...)
упс,":((((
Надо их уничтожить
Отнимают у нас работу",Промпты кто-то должен генерить всё равно(пока)))...),ку почани 🌚✌️
,,,А это нормально что у меня лосс ноль?
,,А это нормально что у меня лосс ноль?,отправляй пока сид есть
,А это нормально что у меня лосс ноль?,отправляй пока сид есть,"Не, спасибо"
,,,Чо за бред
,,Чо за бред,"Может ты y, с y сравниваешь?)"
,,,"Нет
Он сначала был 0.0000008
А потом стал 0
Мб оно переобучилось?
Ооо"
,,,Теперь лосс нан
,,Теперь лосс нан,Значит в весах наны
,Теперь лосс нан,Значит в весах наны,Кайф
,,,Клип всегда(даже если всё заморозить и добавить в конце ff слой) в наны уходит если по обычному учить.... Там наверное как-то по хитрому надо...
,,Клип всегда(даже если всё заморозить и добавить в конце ff слой) в наны уходит если по обычному учить.... Там наверное как-то по хитрому надо...,"финалист НТО из команды eternal, из Алматы, напиши мне в лс пожалуйста"
,Клип всегда(даже если всё заморозить и добавить в конце ff слой) в наны уходит если по обычному учить.... Там наверное как-то по хитрому надо...,"финалист НТО из команды eternal, из Алматы, напиши мне в лс пожалуйста","Ищу команду на финал НТО, 9 класс"
Клип всегда(даже если всё заморозить и добавить в конце ff слой) в наны уходит если по обычному учить.... Там наверное как-то по хитрому надо...,"финалист НТО из команды eternal, из Алматы, напиши мне в лс пожалуйста","Ищу команду на финал НТО, 9 класс",А разве команды не запрещено формировать после дедлайна?
"финалист НТО из команды eternal, из Алматы, напиши мне в лс пожалуйста","Ищу команду на финал НТО, 9 класс",А разве команды не запрещено формировать после дедлайна?,так нельзя же было на 2 этапе команду создавать
,,,"Команду можно было формировать, а работать в команде нельзя было."
,,"Команду можно было формировать, а работать в команде нельзя было.","Да, а ты в команде работал?"
,"Команду можно было формировать, а работать в команде нельзя было.","Да, а ты в команде работал?",Нет
,,,не работай в команде
,,не работай в команде,ауф
,,,Тест на дебила?
,,Тест на дебила?,
,,,хаЫХАХЫВАХХАЫХАХХВА
,,,Ор
,,Ор,Че
,Ор,Че,"Тебя там в дискорде кажется взломали, одинаковые ссылки кидаешь во все чаты"
Ор,Че,"Тебя там в дискорде кажется взломали, одинаковые ссылки кидаешь во все чаты",Плохо
Че,"Тебя там в дискорде кажется взломали, одинаковые ссылки кидаешь во все чаты",Плохо,Понятное дело
,,,"""Ор""...."
,,"""Ор""....","Вроде уже не кидается
Сеанс только у меня открыт"
,,,кто то из 10 класса кста есть вообще?
,,кто то из 10 класса кста есть вообще?,"да, в списках немало их, и девятые, и восьмые тоже есть"
,кто то из 10 класса кста есть вообще?,"да, в списках немало их, и девятые, и восьмые тоже есть",я не об этом
,,,много думаю
,,,из 9 ток
,,из 9 ток,Есть команда?
,из 9 ток,Есть команда?,ага
,,,знать бы хоть есть ли знакомые лица с кем поступать потом
,,знать бы хоть есть ли знакомые лица с кем поступать потом,"какое же яндекс дерьмо
зачем? просто зачем?
ненавижу яндекс"
,знать бы хоть есть ли знакомые лица с кем поступать потом,"какое же яндекс дерьмо
зачем? просто зачем?
ненавижу яндекс",А от нечего делать
знать бы хоть есть ли знакомые лица с кем поступать потом,"какое же яндекс дерьмо
зачем? просто зачем?
ненавижу яндекс",А от нечего делать,Сохрани на ядиск и скачай оттуда в чем проблема?
,,,"Это да, но я не про это. Яндекс был единственным конкурентом гугла, сейчас он в лучшем случае вторичен"
,,"Это да, но я не про это. Яндекс был единственным конкурентом гугла, сейчас он в лучшем случае вторичен","Если дело в ограничениях, то они вроде как всегда были"
,,,Яндекс говно
,,Яндекс говно,Бургер кинг
,Яндекс говно,Бургер кинг,Бургер кинг
Яндекс говно,Бургер кинг,Бургер кинг,Макмак
Бургер кинг,Бургер кинг,Макмак,В чате хака есть что-то? Просто хз где он
Бургер кинг,Макмак,В чате хака есть что-то? Просто хз где он,Есть пустота
Макмак,В чате хака есть что-то? Просто хз где он,Есть пустота,"Есть стикер на такой случай
А почему мне не написали"
,,,Я 1 во 2 треке
,,Я 1 во 2 треке,Ты же финалист
,Я 1 во 2 треке,Ты же финалист,Код могу скинуть хоть сейчас
Я 1 во 2 треке,Ты же финалист,Код могу скинуть хоть сейчас,"мне в лс кидай, отревьюим как надо"
,,,Почту проверь
,,Почту проверь,Нету
,,,"Так я снялся даано
Марии писал, в нто писал"
,,,"Я уехал, поэтому"
,,"Я уехал, поэтому",А куда
,"Я уехал, поэтому",А куда,В киргизию
,,,а tf-idf вообще хреново работает
,,а tf-idf вообще хреново работает,bert topic
,а tf-idf вообще хреново работает,bert topic,какая максимальная длина в токенах?
а tf-idf вообще хреново работает,bert topic,какая максимальная длина в токенах?,512)))
