context_3,context_2,context_1,response
ок,"ближайшее можно понимать по разному)
насколько я помню результаты вроде должны быть завтра)",мне кажется в субботу,"Ближайшее время, это значит ближайшие дни?"
,,,по бдимо закончился на день раньше и завтра выложат
,,по бдимо закончился на день раньше и завтра выложат,"При том, что там Забашта лапками вообще все решения проверяет"
,по бдимо закончился на день раньше и завтра выложат,"При том, что там Забашта лапками вообще все решения проверяет",чел хорош
,,,а баны были?
,,а баны были?,кстати нет
,,,А что за таска на бдимо была?
,,А что за таска на бдимо была?,"там 4 было
ща"
,А что за таска на бдимо была?,"там 4 было
ща","Так, другие треки обсуждайте либо там, либо во флудилке"
,,,А письма всем отправляли?
,,А письма всем отправляли?,Про совпадение кода?
,,,"Я думал, что их всем финалистам отправляют независимо от совпадения"
,,"Я думал, что их всем финалистам отправляют независимо от совпадения",Не
,,,А зачем?
,,,Но мне точно отправляли.
,,Но мне точно отправляли.,А у тебя какой скор на привате?
,Но мне точно отправляли.,А у тебя какой скор на привате?,0.767
,,,ни одного вроде бана не было
,,ни одного вроде бана не было,"ох, как жаль :("
,,,"Как только дадут ответ, я вам сразу сообщу ("
,,"Как только дадут ответ, я вам сразу сообщу (","Спасибо, а можно будет тегнуть в сообщении?"
,"Как только дадут ответ, я вам сразу сообщу (","Спасибо, а можно будет тегнуть в сообщении?",Тегну
,,,"На сайте НТО балл обновили до 8 цифр после запятой
кому интересно"
,,,Вот бы списки…
,,Вот бы списки…,есть такое
,,,А как НТО узнает чей аккаунт чей?
,,А как НТО узнает чей аккаунт чей?,по talent id
,,,А все понял
,,,Какой максимальный балл на НТО за ии на 2 этапе?
,,Какой максимальный балл на НТО за ии на 2 этапе?,по логике 100...
,Какой максимальный балл на НТО за ии на 2 этапе?,по логике 100...,да
,,0,но это не точно)
,,,второй этап в зачёт не идёт вообще
,,второй этап в зачёт не идёт вообще,а что идёт и куда?
,второй этап в зачёт не идёт вообще,а что идёт и куда?,в итоговый рез
второй этап в зачёт не идёт вообще,а что идёт и куда?,в итоговый рез,"финала - да, но если ты не проходишь туда, то очень даже влияют(на 0 умножают считай))"
,,,А почему на сайте бал не совпадает с балом в лидерборде?
,,А почему на сайте бал не совпадает с балом в лидерборде?,"Потому что в соответствии с правилами при получении итогового рейтинга результаты переводятся в 100-балльную систему, где 100 баллов у 1 места"
,,,потому что скор учитывается
,,потому что скор учитывается,спасибо
,,,Получается если у меня +-70 баллов то скорее всего я прошёл?)
,,Получается если у меня +-70 баллов то скорее всего я прошёл?),какое место на привате?
,Получается если у меня +-70 баллов то скорее всего я прошёл?),какое место на привате?,+-40
,,,"да, прошел"
,,"да, прошел",Фух
,,,А то я устал уже переживать)
,,,этот этап отсеивает совсем нешарящих
,,этот этап отсеивает совсем нешарящих,"А если у меня на привате 81 место, а баллы в ЛК 50 баллов?"
,,,А топ сто по баллам проходят или по привату?
,,А топ сто по баллам проходят или по привату?,а какая разница? у того кто первый в лидерборде ведь 100 баллов на нто показывается
,,,по привату
,,по привату,мб дождёмся просто резов?
,по привату,мб дождёмся просто резов?,ну тоесть топ 100 на нто должен быть такой же
по привату,мб дождёмся просто резов?,ну тоесть топ 100 на нто должен быть такой же,"УРААААА
Спасибо:)"
мб дождёмся просто резов?,ну тоесть топ 100 на нто должен быть такой же,"УРААААА
Спасибо:)",почему в таблице 108 финалистов?
ну тоесть топ 100 на нто должен быть такой же,"УРААААА
Спасибо:)",почему в таблице 108 финалистов?,ну вот так
"УРААААА
Спасибо:)",почему в таблице 108 финалистов?,ну вот так,произошел кибербуллинг
,,,А финал очно?
,,А финал очно?,Прилюдно
,,,Хочу очный финал
,,Хочу очный финал,очное награждение gang
,Хочу очный финал,очное награждение gang,Валера если сделают онлайн финал и очное награждение я куплю тебе пиво
Хочу очный финал,очное награждение gang,Валера если сделают онлайн финал и очное награждение я куплю тебе пиво,осуждаем распитие алкоголя среди несовершеннолетних
,,,не круто
,,,награждение круто очно
,,награждение круто очно,в прошлом году трансфер был бесплатным? или своим ходом надо добираться?
,награждение круто очно,в прошлом году трансфер был бесплатным? или своим ходом надо добираться?,всё оплатили
,,,"Согл
Проще дома всё сделать"
,,,И уже спокойно поехать
,,И уже спокойно поехать,или не поехать
,И уже спокойно поехать,или не поехать,Ну или так
,,,"ты не там, не там очно не будешь)"
,,,а радмир своим ходом)
,,а радмир своим ходом),"Его не пустят, границы вроде закрыты"
,а радмир своим ходом),"Его не пустят, границы вроде закрыты",он про прошлый год
,,,хаххахах
,,хаххахах,"эм
нет
не закрыты"
,,+,А ты в Турции же сейчас?
,+,А ты в Турции же сейчас?,сейчас да
,,,на награждение в прошлом году из 100 человек какой топ приглашали?
,,на награждение в прошлом году из 100 человек какой топ приглашали?,25
,,,25
,,25,"оки, спасибо"
,25,"оки, спасибо",+
,,,И финал
,,И финал,отстой
,,,лучше онлайн финал
,,лучше онлайн финал,тыче
,лучше онлайн финал,тыче,че то не хочется в москву
лучше онлайн финал,тыче,че то не хочется в москву,"А стопе, ты здесь прошел?"
тыче,че то не хочется в москву,"А стопе, ты здесь прошел?","да, на привате шейкануло"
че то не хочется в москву,"А стопе, ты здесь прошел?","да, на привате шейкануло",Тогда чай попьем)
"А стопе, ты здесь прошел?","да, на привате шейкануло",Тогда чай попьем),"не, фу"
,,,ты же вы прошлом году был за очнный финал)
,,ты же вы прошлом году был за очнный финал),я вырос
,,,"да и зачем
онлайн финал кайф"
,,"да и зачем
онлайн финал кайф","хотя, если будет очный финал, предлагаю попробовать пик балмера"
,"да и зачем
онлайн финал кайф","хотя, если будет очный финал, предлагаю попробовать пик балмера",всм
,,,бесплатно покататься лол
,,бесплатно покататься лол,и че
,,,что значит не хочется
,,,так на награждение с кайфом
,,так на награждение с кайфом,_
,,,мне не нравится москва
,,мне не нравится москва,+
,,,на финале все равно не чиллово будет
,,,"если будет очный финал, то задача явно будет даваться не на месяц"
,,"если будет очный финал, то задача явно будет даваться не на месяц",она и так и так на неделю
,,,СПб момент
,,СПб момент,+
,,,все рассчитано отвечаю
,,все рассчитано отвечаю,будет
,все рассчитано отвечаю,будет,Same
,,,надо что то другое)
,,надо что то другое),кофе
,,,Вас понял
,,Вас понял,посмотрим на месте)
,,,"предлагаю позвать пашу, чтобы он нас в бар сводил"
,,"предлагаю позвать пашу, чтобы он нас в бар сводил",ага да
,,,а че уже что ли известно в каком формате финал?
,,,нас из отеля не выпускали
,,нас из отеля не выпускали,"если бы мы побежали вместе с радмиром, было бы норм)"
,,,ахахаха
,,,"Друзья, кажется вам пора перейти во флудилку"
,,"Друзья, кажется вам пора перейти во флудилку","Мария, а в каком формате финал будет?"
,"Друзья, кажется вам пора перейти во флудилку","Мария, а в каком формате финал будет?","Пока готовимся к очному. Но в прошлом году мы тоже сначала к нему готовились, а в январе пришлось перестраиваться"
"Друзья, кажется вам пора перейти во флудилку","Мария, а в каком формате финал будет?","Пока готовимся к очному. Но в прошлом году мы тоже сначала к нему готовились, а в январе пришлось перестраиваться",а сколько ориентировочно по времени будет идти финал? неделю?
"Мария, а в каком формате финал будет?","Пока готовимся к очному. Но в прошлом году мы тоже сначала к нему готовились, а в январе пришлось перестраиваться",а сколько ориентировочно по времени будет идти финал? неделю?,5 дней +-
,,,Аве Мария
,,Аве Мария,+
,Аве Мария,+,"Есть какая - то информации по поводу приватных данных? 
Если не ошибаюсь, кто - то говорил, что их будет возможно получить."
Аве Мария,+,"Есть какая - то информации по поводу приватных данных? 
Если не ошибаюсь, кто - то говорил, что их будет возможно получить.",самый важный вопрос на данный момент
,,,Большая часть призеров/победителей того года просят об дистанционном
,,Большая часть призеров/победителей того года просят об дистанционном,"Я боюсь, тут не от нас зависит"
,,,народ свое слово сказал
,,народ свое слово сказал,"ну ладно, печально"
,,,так сделать онлайн финал же дешевле
,,так сделать онлайн финал же дешевле,+
,,,это же должно быть в интересах оргов
,,это же должно быть в интересах оргов,"Ну как сказать, с онлайн-финалом нам по сути приходится 2 мероприятия делать, вместо одного 😄"
,это же должно быть в интересах оргов,"Ну как сказать, с онлайн-финалом нам по сути приходится 2 мероприятия делать, вместо одного 😄",а какое 2?
,,,тем более опыт есть
,,тем более опыт есть,хороший
,,,инвесторов и спонсоров
,,,2 года да?
,,2 года да?,да
,,,очень успешный
,,очень успешный,бомба опыт
,очень успешный,бомба опыт,но вы подумаете о дружной обстановке во время награждения
очень успешный,бомба опыт,но вы подумаете о дружной обстановке во время награждения,"но вместо оплаты недели в отеле, можно просто пнуть сбер аи, чтобы они таску запустили)"
,,,на награждении - каждый человек это друг
,,на награждении - каждый человек это друг,Награждение у вас в любом случае будет 😄
,,,ну сам финал + награждение
,,ну сам финал + награждение,Да
,,,а если очный финал типо все сразу?
,,а если очный финал типо все сразу?,будут возить во время финала по экскурсиям)
,,Да,ну кажется что разницы нет
,Да,ну кажется что разницы нет,"Поверь, есть"
,,,но тогда должны быть аппеляции? разве нет?
,,но тогда должны быть аппеляции? разве нет?,и все равно будет дешевле отдельно награждение
,,,и никакого ночного кодинга
,,и никакого ночного кодинга,Все так
,и никакого ночного кодинга,Все так,не круто
и никакого ночного кодинга,Все так,не круто,ну не будут же у тебя ноут забирать
,,,Мы переживаем за ваше здоровье
,,Мы переживаем за ваше здоровье,"Программирование с телефона: неудобно, но возможно"
,,,)
,,,я на олимпиаду пришел по всем нормам минздрава писать?
,,я на олимпиаду пришел по всем нормам минздрава писать?,на олимпиаде выжить неоч главное
,,,ну так сделайте онлайн
,,ну так сделайте онлайн,Все так 😄
,ну так сделайте онлайн,Все так 😄,здоровье важнее
ну так сделайте онлайн,Все так 😄,здоровье важнее,Подумайте о людях с дальнего востока
Все так 😄,здоровье важнее,Подумайте о людях с дальнего востока,дак не
здоровье важнее,Подумайте о людях с дальнего востока,дак не,у них же жесткий джет лаг будет
Подумайте о людях с дальнего востока,дак не,у них же жесткий джет лаг будет,"а
ну да"
,,,а так каждый сможет в свое дневное время писать
,,а так каждый сможет в свое дневное время писать,"точняк, это тоже"
,,,"это как 2 года назад заблочили сабмиты)
и их можно было только 6 часов в день"
,,"это как 2 года назад заблочили сабмиты)
и их можно было только 6 часов в день","Я спать буду, честно, просто часа 2 перед дедлайном"
,"это как 2 года назад заблочили сабмиты)
и их можно было только 6 часов в день","Я спать буду, честно, просто часа 2 перед дедлайном",отправлять
,,,было не круто
,,было не круто,Так не вынуждайте нас в этом году поступать так же)
,было не круто,Так не вынуждайте нас в этом году поступать так же),мы вас умоляем сделать финал дистанционным
было не круто,Так не вынуждайте нас в этом году поступать так же),мы вас умоляем сделать финал дистанционным,И здесь та же история
,,,++
,,,"Мы же вас спать отправляем или устанавливаем рабочие часы не потому, что нам очень нравится это делать. Просто есть правила, которым мы вынуждены следовать"
,,"Мы же вас спать отправляем или устанавливаем рабочие часы не потому, что нам очень нравится это делать. Просто есть правила, которым мы вынуждены следовать",мы им следуем
,"Мы же вас спать отправляем или устанавливаем рабочие часы не потому, что нам очень нравится это делать. Просто есть правила, которым мы вынуждены следовать",мы им следуем,разминка для глаз каждые 15 минут
,,,клянусь
,,клянусь,Легко твою совесть купить :D
,клянусь,Легко твою совесть купить :D,"(Не оскорбление, если чо, упаси боже)"
,,,и будем следовать
,,и будем следовать,"да
пожалуййста"
,и будем следовать,"да
пожалуййста",отжимания кажды 20 минут
,,,весь чат хочет онлайн
,,весь чат хочет онлайн,"(хотя если он будет офлайн, будет -1 сильный участник)"
,весь чат хочет онлайн,"(хотя если он будет офлайн, будет -1 сильный участник)",я слабый
,,,А очно финал будет происходить на площадке Сбера? В каком-то большом open space ?
,,А очно финал будет происходить на площадке Сбера? В каком-то большом open space ?,на крыше офиса
,А очно финал будет происходить на площадке Сбера? В каком-то большом open space ?,на крыше офиса,при неудачном сабмите
А очно финал будет происходить на площадке Сбера? В каком-то большом open space ?,на крыше офиса,при неудачном сабмите,Мерч сразу выдают чтобы не замерзли
,,,на 38 этаже
,,на 38 этаже,По хорошему нам переговорку
,на 38 этаже,По хорошему нам переговорку,как сотрудники можем зайти)
на 38 этаже,По хорошему нам переговорку,как сотрудники можем зайти),заявка на дисквал 🌚
,,,"Ребят, еще раз: есть правила проведения олимпиад, и мы должны им следовать. Онлайн-финалы можно проводить только в чрезвычайных условиях, как было с пандемией, когда это угрожало вашему здоровью. В противном случае мы обязаны профодить их офлайн"
,,"Ребят, еще раз: есть правила проведения олимпиад, и мы должны им следовать. Онлайн-финалы можно проводить только в чрезвычайных условиях, как было с пандемией, когда это угрожало вашему здоровью. В противном случае мы обязаны профодить их офлайн",вы сможете привезти всех?
,"Ребят, еще раз: есть правила проведения олимпиад, и мы должны им следовать. Онлайн-финалы можно проводить только в чрезвычайных условиях, как было с пандемией, когда это угрожало вашему здоровью. В противном случае мы обязаны профодить их офлайн",вы сможете привезти всех?,"Этим занимаются коллеги из НТО. Но с учетом, что они в 2021 году привезли участника из заграницы, когда с этим были большие проблемы, я думаю, шансы на успех высоки"
,,,"пацаны, нужно создать вирус и устроить пандемию
действуем"
,,"пацаны, нужно создать вирус и устроить пандемию
действуем",Если до этого отношения не подпортим кое с кем)
,,,вы даете мне надежду
,,вы даете мне надежду,Верим в тебя
,,,"Последний этаж, оно так и есть)"
,,"Последний этаж, оно так и есть)",можно сразу успокоиться)
,"Последний этаж, оно так и есть)",можно сразу успокоиться),Пхахахаха
,,,"а неизвестно, в этот раз те же люди будут нас контроллировать в отеле?"
,,"а неизвестно, в этот раз те же люди будут нас контроллировать в отеле?",Неть
,"а неизвестно, в этот раз те же люди будут нас контроллировать в отеле?",Неть,а те решили больше со школьниками не свзываться?
"а неизвестно, в этот раз те же люди будут нас контроллировать в отеле?",Неть,а те решили больше со школьниками не свзываться?,"Под ""нет"" подразумевалось ""неизвестно"""
,,,а ты бы?
,,а ты бы?,осуждаю
,,,Вообще пересечений нет?(
,,,А отель - Бега?
,,А отель - Бега?,Этот был для победов и призеров) А финалистов просто в ангар с розетками)
,А отель - Бега?,Этот был для победов и призеров) А финалистов просто в ангар с розетками),"Хорошо что хотя бы ангар, я думал сарай"
,,,"кста, хороший вопрос, если финал очный  - то где решать то будем?"
,,"кста, хороший вопрос, если финал очный  - то где решать то будем?",Хорошкола была когда-то
,"кста, хороший вопрос, если финал очный  - то где решать то будем?",Хорошкола была когда-то,это что?
"кста, хороший вопрос, если финал очный  - то где решать то будем?",Хорошкола была когда-то,это что?,Школа
,,,"а, круто
грефа
не
зачем розетки
если ночью решать не должны)"
,,,А досмотр на ноуты будет?
,,А досмотр на ноуты будет?,проверка на гугл колаб)
,,,На очном
,,,Типа физические ноуты
,,Типа физические ноуты,а это запрещено?
,,,"Ты сказал, что их забирают"
,,"Ты сказал, что их забирают",я пошутил)
,"Ты сказал, что их забирают",я пошутил),"Пон.
А то я уж испугался что рил без ночного кодинга"
"Ты сказал, что их забирают",я пошутил),"Пон.
А то я уж испугался что рил без ночного кодинга","не, все норм
можно даже в 1 номере собираться
топ5
и решать)"
я пошутил),"Пон.
А то я уж испугался что рил без ночного кодинга","не, все норм
можно даже в 1 номере собираться
топ5
и решать)",😎
,,,кто в прошлом году победитель
,,кто в прошлом году победитель,Влад
,кто в прошлом году победитель,Влад,какой влад
,,,"максим герасимов видел и сеня ток
из знакомых в топе"
,,,дима куценко
,,дима куценко,топовый чел
,,,Большинство в вузах уже
,,Большинство в вузах уже,my brother from another mother
,,?,?
,,,"не было влада
ну спросили победителей"
,,"не было влада
ну спросили победителей",так про победов спрашивали
,"не было влада
ну спросили победителей",так про победов спрашивали,финалистов дофига было
"не было влада
ну спросили победителей",так про победов спрашивали,финалистов дофига было,"Крутой
Главный тннщик"
,,,"А рейтинги 8-9 классов для победителей или призёров будут отдельно от 10-11, или нет?"
,,"А рейтинги 8-9 классов для победителей или призёров будут отдельно от 10-11, или нет?",нет
,,,общий
,,,А в чём смысл тогда разделения команд?
,,А в чём смысл тогда разделения команд?,в предметном туре
,,,"Обсуждение гачимученников - на два чата ниже, во флудилке"
,,"Обсуждение гачимученников - на два чата ниже, во флудилке",у меня на 2 чата ниже чат  с такой авой
,,,"Ну только если в нём, правда у него вес 0.1 + 0.1"
,,,Научите решать предметный  тур плиз
,,Научите решать предметный  тур плиз,"Реши закл всероса, а потом поговорим"
,Научите решать предметный  тур плиз,"Реши закл всероса, а потом поговорим",призёр ии >> абсолют всеросса
Научите решать предметный  тур плиз,"Реши закл всероса, а потом поговорим",призёр ии >> абсолют всеросса,"Подтверждаю, абсолюты всеросса зачастую не могут в софты"
"Реши закл всероса, а потом поговорим",призёр ии >> абсолют всеросса,"Подтверждаю, абсолюты всеросса зачастую не могут в софты","Есть у нас один абсолют всероса
Думает о том как тяночку найти, он эту жизнь уже познал"
призёр ии >> абсолют всеросса,"Подтверждаю, абсолюты всеросса зачастую не могут в софты","Есть у нас один абсолют всероса
Думает о том как тяночку найти, он эту жизнь уже познал",девяткин?
"Подтверждаю, абсолюты всеросса зачастую не могут в софты","Есть у нас один абсолют всероса
Думает о том как тяночку найти, он эту жизнь уже познал",девяткин?,Он абсолют разве что по кринжу
"Есть у нас один абсолют всероса
Думает о том как тяночку найти, он эту жизнь уже познал",девяткин?,Он абсолют разве что по кринжу,"разве о том, как найти тяночку думает не каждый, кто умеет писать код?"
,,+,А то я слишком тупой
,,,Нууу хз
,,Нууу хз,Есть одно исключение
,,,Серега
,,Серега,Да не только серега так-то
,Серега,Да не только серега так-то,мы про абсолютов)
,,,"Всем привет кстати
Вышел из бана спустя 3 месяца"
,,,Много крутых челов есть
,,Много крутых челов есть,Спорный момент
,,,Каждый кто умеет писать код думает о том как найти мальчика-зайчика
,,,а серега призёр
,,а серега призёр,Да
,,,Ну все же
,,Ну все же,Вот человек базированно ищет тян на пми
,,,"а как баллы на НТО считали? Переводили из привата в НТО, по номеру в списке?"
,,"а как баллы на НТО считали? Переводили из привата в НТО, по номеру в списке?","Да
Номер участника в привате брали и его в стобальную систему конвертировали"
,"а как баллы на НТО считали? Переводили из привата в НТО, по номеру в списке?","Да
Номер участника в привате брали и его в стобальную систему конвертировали","не так
вроде"
,,,у меня 103 место и 40 баллов
,,у меня 103 место и 40 баллов,"Ну понятно, что не -3 баллов должно быть"
,,,Там с каким-то определённым коэфом считали
,,Там с каким-то определённым коэфом считали,твой скор / максимальный
,,,По скору считали
,,По скору считали,Тогда нигде не будет)
,,,А где баллы смотреть?
,,А где баллы смотреть?,На сайте НТО
,,,пон
,,,"А почему у большинства 0,743?"
,,"А почему у большинства 0,743?",бейз
,,,я выбирал на финал не бэйз
,,я выбирал на финал не бэйз,значит оно хуже бейза
,я выбирал на финал не бэйз,значит оно хуже бейза,+
я выбирал на финал не бэйз,значит оно хуже бейза,+,"в FAQ если не выбирать выбирается автоматом
я выбрал
должны были взять то, что я выбрал"
значит оно хуже бейза,+,"в FAQ если не выбирать выбирается автоматом
я выбрал
должны были взять то, что я выбрал",на лидерборде лучшее по привату
+,"в FAQ если не выбирать выбирается автоматом
я выбрал
должны были взять то, что я выбрал",на лидерборде лучшее по привату,"ну вроде как посчитали по всем
и взяли лучшее по привату"
,,,"а в баллах будет то, что ты выбрал"
,,"а в баллах будет то, что ты выбрал",понял
,,,"зачем тогда отмечать галкой финал?
а"
,,"зачем тогда отмечать галкой финал?
а",Как делать ссылку на папку на комре в colab?
,,,У 8-9 и 10-11 разные треки будут в финале?
,,У 8-9 и 10-11 разные треки будут в финале?,Один
,,,"Один?
Ну я в плане призовых мест и т.д."
,,,И места будут одни?
,,И места будут одни?,Только предметные туры будут разные
,,,"дп
да"
,,"дп
да","Я не понимаю вас
3 этап же финал"
,"дп
да","Я не понимаю вас
3 этап же финал",Смотри
"дп
да","Я не понимаю вас
3 этап же финал",Смотри,"Командный прошёл
Дальше что"
,,,"На финале один день ты будешь писать предметный тур (Математика, Информатика)"
,,"На финале один день ты будешь писать предметный тур (Математика, Информатика)",Вот это разделяется на 8-9 и 10-11
,,,А потом в другие дни решать задачу в команде
,,А потом в другие дни решать задачу в команде,Вот это общее
,,,А если провалить предметный тур?
,,А если провалить предметный тур?,"Предметные туры влияют на статус призера или победителя, что в свою очередь влияет на преференции при поступлении."
,,,Ничего страшного
,,Ничего страшного,"Да, там потом в итоге баллы суммируются"
,Ничего страшного,"Да, там потом в итоге баллы суммируются",Это для бви
,,,"Потеря балловю
.
?"
,,"Потеря балловю
.
?",Можешь не писать
,"Потеря балловю
.
?",Можешь не писать,А
"Потеря балловю
.
?",Можешь не писать,А,Предметка никак не влияет на лб задачи
,,,"Но если ты командный плохо пишешь, а предметный норм, то есть вероятность стать призером"
,,"Но если ты командный плохо пишешь, а предметный норм, то есть вероятность стать призером",Да
,,,В личном зачёте
,,В личном зачёте,То есть личный зачет отдельно?
,,,"Т.е. я плохо написал предметный тур, но командный хорошо. Мне не дадут преференции?"
,,"Т.е. я плохо написал предметный тур, но командный хорошо. Мне не дадут преференции?","Зависит от суммы баллов. Но скорее здесь может быть ситуация, что ты проходишь в топ-5 по профильному туру, по которому выдаются денежные призы, но получаешь диплом призера, а не победителя. Он дает преференции, но тут все зависит от вузов: некоторые дают их только победителям, например"
,,,Если напишешь командный на топ1 - призером 100% будешь
,,Если напишешь командный на топ1 - призером 100% будешь,бдимо так не считает кста )
,Если напишешь командный на топ1 - призером 100% будешь,бдимо так не считает кста ),"Зависит от коэффициентов при суммировании баллов, их каждый профиль сам ставит"
,,,Эт да
,,,"Кстати, по поводу бви, а будет ли красивый списочек всех вузов которые принимают бви за победа/призера ИИ?"
,,"Кстати, по поводу бви, а будет ли красивый списочек всех вузов которые принимают бви за победа/призера ИИ?",ты поступаешь в итмо
,,,гугли сам.
,,гугли сам.,"Проблема так-то реальная, очень тяжело на сайтах вузов разобраться бви каких олимпиадок у них действуют"
,гугли сам.,"Проблема так-то реальная, очень тяжело на сайтах вузов разобраться бви каких олимпиадок у них действуют","чеклист:
1. хочешь в мск - мисис
2. хочешь в спб - итмо"
гугли сам.,"Проблема так-то реальная, очень тяжело на сайтах вузов разобраться бви каких олимпиадок у них действуют","чеклист:
1. хочешь в мск - мисис
2. хочешь в спб - итмо","хочешь чилить - 1
хочешь страдать - 2"
,,,кроме итмо и падии никуда не возьмут 90%
,,кроме итмо и падии никуда не возьмут 90%,и других типа мифи
,кроме итмо и падии никуда не возьмут 90%,и других типа мифи,ты тоже поступаешь в итмо
,,,а падии мб вообще закроют
,,а падии мб вообще закроют,ты про мисис?
,,,"Это, прошу заметить, твоя проблема.
Орги нто не могут знать куда их олимпа дает бви, это решает вуз"
,,"Это, прошу заметить, твоя проблема.
Орги нто не могут знать куда их олимпа дает бви, это решает вуз","Ну, как бы нет, в том году обещали увеличить количество университетов партнеров именно профиля ИИ"
,"Это, прошу заметить, твоя проблема.
Орги нто не могут знать куда их олимпа дает бви, это решает вуз","Ну, как бы нет, в том году обещали увеличить количество университетов партнеров именно профиля ИИ",Партнеры это партнёры
"Это, прошу заметить, твоя проблема.
Орги нто не могут знать куда их олимпа дает бви, это решает вуз","Ну, как бы нет, в том году обещали увеличить количество университетов партнеров именно профиля ИИ",Партнеры это партнёры,Может они просто пропиариться хотят или это вообще какая то компания будет
,,,схаххах
,,схаххах,А бви куда либо другая история
,схаххах,А бви куда либо другая история,1. хочешь поступить - итмо
схаххах,А бви куда либо другая история,1. хочешь поступить - итмо,мисис🤪😜🥸
,,,А можно мисис в Питере?
,,А можно мисис в Питере?,"спбгу, даже бюджет остается"
,А можно мисис в Питере?,"спбгу, даже бюджет остается",Уууууууууууу
,,,можно просто с пми не связываться
,,,"Есть еще фт, но ладно"
,,"Есть еще фт, но ладно",фт не берут
,,,Нет.
,,Нет.,Берут...
,,,Ивт?
,,Ивт?,на продмат ходить нельзя
,,,тут ееееееееееееееееееееееееееееееееееееееочень как сложно
,,тут ееееееееееееееееееееееееееееееееееееееочень как сложно,"Я точно знаю только про факт км(физтех школа аэрокосмических технологий компьютерное моделирование).
Про фпми я решил забыть, т к там жуткая олпрога
Талант(платформа)"
,тут ееееееееееееееееееееееееееееееееееееееочень как сложно,"Я точно знаю только про факт км(физтех школа аэрокосмических технологий компьютерное моделирование).
Про фпми я решил забыть, т к там жуткая олпрога
Талант(платформа)",Спасибо
тут ееееееееееееееееееееееееееееееееееееееочень как сложно,"Я точно знаю только про факт км(физтех школа аэрокосмических технологий компьютерное моделирование).
Про фпми я решил забыть, т к там жуткая олпрога
Талант(платформа)",Спасибо,По этому влпросу лучше с техподдержкой НТО общаться
