context_3,context_2,context_1,response
,,блин,"Не, это нормально"
,,,"БЛИН
Блин
Чееел
Вхвххвхв
Извини что
Я про него ничего не говорила"
,,"БЛИН
Блин
Чееел
Вхвххвхв
Извини что
Я про него ничего не говорила",все забанил
,"БЛИН
Блин
Чееел
Вхвххвхв
Извини что
Я про него ничего не говорила",все забанил,Наш информатик просил меня ему задачку показать как решать
,,,ну ты же знаешь что у кода есть такое важное свойство как читаемость
,,ну ты же знаешь что у кода есть такое важное свойство как читаемость,"если код не написан на расте, то его можно даже не открывать, не то что читать"
,,,"а, я знаю какой это код"
,,,с генераторами?
,,с генераторами?,школьный этап по инфе
,,,А ещё мне нравятся генераторы
,,А ещё мне нравятся генераторы,"h = [i for i in [l for l in [что-то там]]]
и вывод по типу"
,А ещё мне нравятся генераторы,"h = [i for i in [l for l in [что-то там]]]
и вывод по типу",Пич
,,,print(n if n > 20 and n < 30 else 0)
,,print(n if n > 20 and n < 30 else 0),чет у тебя рил говнокод
,,,Давай хотя б красивую
,,Давай хотя б красивую,
,Давай хотя б красивую,,
Давай хотя б красивую,,,ХАХАХАХХАХАХАХАХАХАХ
,,,Вот эту
,,,"(здесь могла бы фраза о том, что они все хороши)"
,,"(здесь могла бы фраза о том, что они все хороши)",Аххахахвхахаххахахах
,,,но нет
,,но нет,"Сохраняй живее
ХАХАХХАХААХХАХАХАХАХАХАХАХАХХААХХАХАХАХАХАХАХХ"
,,,Я тебя где то видел
,,Я тебя где то видел,bongacams
,Я тебя где то видел,bongacams,"*мем, где парень приводит девушку знакомиться с родителями, а батя говорит, что уже видел ее где-то*"
Я тебя где то видел,bongacams,"*мем, где парень приводит девушку знакомиться с родителями, а батя говорит, что уже видел ее где-то*",🤦
,,,прям топ
,,прям топ,
,,,😳
,,😳,На спбцтф наверное
,😳,На спбцтф наверное,"Я бы сходила туда
Но времени нет"
,,,м говнокод
,,м говнокод,я прошлой информатичке так делал
,м говнокод,я прошлой информатичке так делал,Ты же у ЛВ был?
м говнокод,я прошлой информатичке так делал,Ты же у ЛВ был?,она вообще знала инфу?
я прошлой информатичке так делал,Ты же у ЛВ был?,она вообще знала инфу?,"Бля, я хз, видимо нет"
,,,привет колбаскин
,,привет колбаскин,"тебе за такое по ебалу дадут, если ты это будешь делать в команде
откуда
Людмиле?"
,привет колбаскин,"тебе за такое по ебалу дадут, если ты это будешь делать в команде
откуда
Людмиле?",Да
,,"hello_world = bytes.fromhex(""5f5f696d706f72745f5f282763747970657327292e43444c4c284e6f6e65292e73797363616c6c28307866342c203078302c2030783029"")
print(f'Hello my name is {eval(hello_world)}')",опять взлом жопы
,,,вот это код....
,,,"Она делала вид, что шарит, но на самом деле нихера не понимала"
,,"Она делала вид, что шарит, но на самом деле нихера не понимала",У нас такая же
,,,решаем курсы на степике
,,,И информатик тоже
,,И информатик тоже,Ты вообще откуда?
,И информатик тоже,Ты вообще откуда?,Сибирь
И информатик тоже,Ты вообще откуда?,Сибирь,"*хотела написать, что ты туда сейчас отправишься, но не буду*"
Ты вообще откуда?,Сибирь,"*хотела написать, что ты туда сейчас отправишься, но не буду*",я так не доживу до питера
Сибирь,"*хотела написать, что ты туда сейчас отправишься, но не буду*",я так не доживу до питера,"А никто не говорил, что доживешь"
,,,Эта дура мне еще 4 поставила и сказала подтянуть информатику
,,Эта дура мне еще 4 поставила и сказала подтянуть информатику,Догадацся
,,,адрес полный кидать или только город?
,,адрес полный кидать или только город?,спб
,,,Из спб
,,,Надеюсь не из моей школы
,,Надеюсь не из моей школы,Не
,,,Чел🤡
,,,твоему папе зядь не нуден?
,,твоему папе зядь не нуден?,Нет
,твоему папе зядь не нуден?,Нет,я не тебя спрашивал
твоему папе зядь не нуден?,Нет,я не тебя спрашивал,Вот и хорошо
,,,фуф
,,фуф,через зиродеи
,фуф,через зиродеи,На информатика нельзя гнать
фуф,через зиродеи,На информатика нельзя гнать,ъуъ
,,,"ха
хаха
ахахахаха"
,,"ха
хаха
ахахахаха","Я знала, что ты оценишь"
,,,ХАХАХАХХЫАХАЫХАЫХАЫХАХЫХАЫАЫХ
,,ХАХАХАХХЫАХАЫХАЫХАЫХАХЫХАЫАЫХ,"хахахахахахахахахаха
хахахахахахахахахаха
хахахахахахахахахаха
хахахахахахахахахаха
хахахахахахахахахаха
хахахахахахахахахаха
хахахахахахахахахаха
хахахахахахахахахаха
хахахахахахахахахаха
хахахахахахахахахаха"
,,,"всем пока, я устал, я ухожу...."
,,"всем пока, я устал, я ухожу....",Великая отмазка
,,,диалог с хлебушком би лайк
,,,"как думаете, кто кого"
,,"как думаете, кто кого",Пич
,"как думаете, кто кого",Пич,пич прими инвайт в др
,,,меня????
,,меня????,Чел ты
,меня????,Чел ты,Негра???
,,,Хватит пикапить
,,Хватит пикапить,"ну я знаю, что я настолько охуенный, что ты не достойна меня"
,Хватит пикапить,"ну я знаю, что я настолько охуенный, что ты не достойна меня",Я достоин?
Хватит пикапить,"ну я знаю, что я настолько охуенный, что ты не достойна меня",Я достоин?,ты кто
"ну я знаю, что я настолько охуенный, что ты не достойна меня",Я достоин?,ты кто,Я хороший
,,,Я не собираюсь с тобой мутитт
,,Я не собираюсь с тобой мутитт,"да он дединсайд, не будет с тобой никто мутить"
,Я не собираюсь с тобой мутитт,"да он дединсайд, не будет с тобой никто мутить",
Я не собираюсь с тобой мутитт,"да он дединсайд, не будет с тобой никто мутить",,
,,,"К сожалению, не могу
Или к счастью"
,,"К сожалению, не могу
Или к счастью",пич из клана тех
,,,кто мутит с клавиатурой
,,кто мутит с клавиатурой,О да
,,,адепт
,,,Я думала это пич мне кинул заявку ....
,,Я думала это пич мне кинул заявку ....,а это хейтер пича...
,,,Лучший друг человека
,,,а я магистр
,,а я магистр,
,,,ХАХАХВХВХАХВХАХХАХАХАХАХАХХА
,,ХАХАХВХВХАХВХАХХАХАХАХАХАХХА,ну вообще он прав
,ХАХАХВХВХАХВХАХХАХАХАХАХАХХА,ну вообще он прав,БУКВА Ю
,,,Потом идет собака
,,,у него -1 в long signed
,,у него -1 в long signed,unsigned
,у него -1 в long signed,unsigned,нет
,,,Кто этот ваш пич
,,Кто этот ваш пич,мой 2 акк
,,,Люди вы кто
,,Люди вы кто,а ты блин кто
,,,Мы твое воображение
,,Мы твое воображение,Балин
,,,"вот вы шутите, а потом окажется что хлебушек толстый волосатый 40 летний мужик"
,,"вот вы шутите, а потом окажется что хлебушек толстый волосатый 40 летний мужик",а пич тоже
,,,именно -1
,,именно -1,И что теперь делать
,именно -1,И что теперь делать,АХХАХАХАХХАХАХАХАХАХАХАХ
именно -1,И что теперь делать,АХХАХАХАХХАХАХАХАХАХАХАХ,так и есть
И что теперь делать,АХХАХАХАХХАХАХАХАХАХАХАХ,так и есть,ХАХАХЭАХАХАХААХХАХАХАХХАХА
АХХАХАХАХХАХАХАХАХАХАХАХ,так и есть,ХАХАХЭАХАХАХААХХАХАХАХХАХА,я его видел
так и есть,ХАХАХЭАХАХАХААХХАХАХАХХАХА,я его видел,Так лучше
,,,Я Влад Росков
,,Я Влад Росков,нет
,,,а я тогда кто
,,а я тогда кто,🇹🇩
,,,Я миллигана обогнал получается
,,Я миллигана обогнал получается,уважаю
,,хз,чад
,хз,чад,кто я
,,,вроде Влад
,,вроде Влад,а4
,,,А ты Владикавказ
,,,С 144 личностями
,,С 144 личностями,Против 23
,С 144 личностями,Против 23,24*
С 144 личностями,Против 23,24*,2337
Против 23,24*,2337,1337
,,,это моя фраза!!
,,это моя фраза!!,ты анимекид
,,,остановите чат
,,остановите чат,какой
,,все,стоп
,все,стоп,Хахахахахахахахахахах
все,стоп,Хахахахахахахахахахах,Сорян
,,,Стоп слово
,,Стоп слово,"не,  я просто попросил остановить чат"
,,,слив
,,слив,Флюгегехаймен
,,,через 3 2 1
,,через 3 2 1,НЕЕЕТ
,через 3 2 1,НЕЕЕТ,страницу открывай тогда
через 3 2 1,НЕЕЕТ,страницу открывай тогда,А зачем
,,,абоба
,,абоба,Пич
,абоба,Пич,не
абоба,Пич,не,Вы дурачки
Пич,не,Вы дурачки,"ну иначе слив
у нас капитализм"
,,,Пич!
,,Пич!,Предлагаю в очередной раз забанить пича
,Пич!,Предлагаю в очередной раз забанить пича,ДА ДА ДА ДА
,,,идет торговля
,,идет торговля,Тебе что надо вообще
,идет торговля,Тебе что надо вообще,рыночные отношения
идет торговля,Тебе что надо вообще,рыночные отношения,ахахах
,,,ну ты страницу то открой
,,ну ты страницу то открой,Зачеем
,ну ты страницу то открой,Зачеем,ну чтобы не сливали люди
ну ты страницу то открой,Зачеем,ну чтобы не сливали люди,Ну а тебе зачем
,,,я хотел поставить всем
,,я хотел поставить всем,не надо
,,,"но не получилось
тк все админы"
,,,Сюда можно спаммить?
,,Сюда можно спаммить?,++
,,,я следить буду
,,я следить буду,Чеел
,,,за спам бан
,,,на прощание нужно слив устроить
,,на прощание нужно слив устроить,Нет.
,,,Какая мне разница
,,Какая мне разница,прост
,,,Меня сдеанонила кто только может
,,Меня сдеанонила кто только может,Я не смог
,Меня сдеанонила кто только может,Я не смог,"А я не знаю, кто ты"
Меня сдеанонила кто только может,Я не смог,"А я не знаю, кто ты",А я не знаю ты
,,,не адрес
,,не адрес,Осталось только сходку сделать
,не адрес,Осталось только сходку сделать,по фотке которую ты кидала
не адрес,Осталось только сходку сделать,по фотке которую ты кидала,"чел, там предполагать нечего
там все довольно однозначно"
Осталось только сходку сделать,по фотке которую ты кидала,"чел, там предполагать нечего
там все довольно однозначно","Класс, да?"
,,,кто такой санспий
,,кто такой санспий,я
,,,знаю только санспая
,,знаю только санспая,Сенпая
,знаю только санспая,Сенпая,кст это задумывалось когда я придумвал акк
,,я,Хлебушка добавьте
,я,Хлебушка добавьте,ну я
я,Хлебушка добавьте,ну я,Кто такой пирог с рукой качка
,,,это я случайно взломал infn? (отображается будто я проголосовал но единственный голос его)
,,это я случайно взломал infn? (отображается будто я проголосовал но единственный голос его),нет просто я закончил голосование
,это я случайно взломал infn? (отображается будто я проголосовал но единственный голос его),нет просто я закончил голосование,ну у меня ещё была кнопка отменить голос на момент скриншота (но сейчас нету)
,,,(зачем спать ночью)
,,(зачем спать ночью),что
,(зачем спать ночью),что,"блин слава зачем ломать меня
чел, на это и была отсылка"
(зачем спать ночью),что,"блин слава зачем ломать меня
чел, на это и была отсылка",за bug bounty
,,,да кто такие абоба
,,да кто такие абоба,Маленькие гномики внутри тебя
,да кто такие абоба,Маленькие гномики внутри тебя,"у меня ничего внутри нет, я дед инсайд"
,,,нет блин большие кде снаружы
,,,у чела винда внутри
,,у чела винда внутри,Сквозняк инсайд
,,,КДЕ?
,,КДЕ?,о чем вы
,КДЕ?,о чем вы,KDE?
,,,Plasma?
,,Plasma?,нет Lava
,,,"чем я тебе не угодил, что ты меня хочешь забанить("
,,,никто никого не банит
,,никто никого не банит,"так я понимаю, но все равно абидна"
,,...,GNOME?
,...,GNOME?,VELIKAN?
,,,репрессии начнутся чуть-чуть  позднее
,,репрессии начнутся чуть-чуть  позднее,регрессии
,,Ладно,ждем
,Ладно,ждем,"в ожидании репрессий
XFCE?"
,,,MATE?
,,MATE?,LXDE?
,MATE?,LXDE?,LXQT?
,,,cli????
,,cli????,gentoo??
,cli????,gentoo??,не то
cli????,gentoo??,не то,А по мне самый раз
,,,clown?
,,clown?,Budgie?
,clown?,Budgie?,"так это не оболочка
в чем прекол генто
по 3 часа собирать ее"
clown?,Budgie?,"так это не оболочка
в чем прекол генто
по 3 часа собирать ее",по 2 дня
Budgie?,"так это не оболочка
в чем прекол генто
по 3 часа собирать ее",по 2 дня,"ну типа
ну смотря скок ты арч ставишь"
"так это не оболочка
в чем прекол генто
по 3 часа собирать ее",по 2 дня,"ну типа
ну смотря скок ты арч ставишь",🏳️‍🌈 I am 29% gay!
,,,все хлебушек отлетит в бан
,,все хлебушек отлетит в бан,Всмысле
,все хлебушек отлетит в бан,Всмысле,"Пиздец, кого вы в элит отряд стеги записываете"
,,,чЕ ТАК МАЛО?
,,,i am 110036%  gay
,,i am 110036%  gay,выебать
,i am 110036%  gay,выебать,обнять
i am 110036%  gay,выебать,обнять,поцеловать
,,нафига,Гейнуть
,,,😳Бот с транквилизаторами выебал ˢᵃᶰˢᵖᶤᵉ
,,😳Бот с транквилизаторами выебал ˢᵃᶰˢᵖᶤᵉ,Вот незадача
,,,Не сработало
,,Не сработало,"🤗ˢᵃᶰˢᵖᶤᵉ обняла Бот с транквилизаторами
💋Бот с транквилизаторами поцеловал ˢᵃᶰˢᵖᶤᵉ"
,,,блятьб...
,,блятьб...,Дать oops
,,,Скорее небольшой нюанс
,,Скорее небольшой нюанс,+
,Скорее небольшой нюанс,+,репрессии начались
Скорее небольшой нюанс,+,репрессии начались,"Ой, не то"
+,репрессии начались,"Ой, не то",это хорошо
репрессии начались,"Ой, не то",это хорошо,"дать oops
Ладно"
,,,你好名字！要求cha1ned captcha完成验证！
,,你好名字！要求cha1ned captcha完成验证！,希特勒萬歲!
,,Что,"удали это
зачем оно"
,Что,"удали это
зачем оно",у меня одного символы не подгрузились?
Что,"удали это
зачем оно",у меня одного символы не подгрузились?,Таск на крипту решить что она пишет
"удали это
зачем оно",у меня одного символы не подгрузились?,Таск на крипту решить что она пишет,ура
у меня одного символы не подгрузились?,Таск на крипту решить что она пишет,ура,так а это зачем
,,,все отстаньте от бота
,,все отстаньте от бота,"удали этот кусок говнокода написанный детьми шалавы, в этом чате анкап, диктатуры ситхов не будет"
,все отстаньте от бота,"удали этот кусок говнокода написанный детьми шалавы, в этом чате анкап, диктатуры ситхов не будет",да это же от спаммеров
,,,это идеальный защитник
,,это идеальный защитник,/ban
,,,от кого
,,,кто хочет протестить?
,,кто хочет протестить?,звучит угрожающе
,,,которые заходят в чат
,,которые заходят в чат,к нам не заходят спамеры...
,,,"Я могу чи не
Пишем бебра
И спамим"
,,"Я могу чи не
Пишем бебра
И спамим",бан
,,,Бебра
,,Бебра,Бебра
,Бебра,Бебра,Бебра
Бебра,Бебра,Бебра,Бебра
Бебра,Бебра,Бебра,абоба
Бебра,Бебра,абоба,абоба
,,,язык такой
,,язык такой,а
,,,"как я не догадался
вот дурв=ачок"
,,"как я не догадался
вот дурв=ачок","Отлично, я теперь говорю по-русски.
Отлично, теперь я буду использовать этот тип теста. (Картинкой)
Отлично! Теперь я буду принимать команды ото всех."
,"как я не догадался
вот дурв=ачок","Отлично, я теперь говорю по-русски.
Отлично, теперь я буду использовать этот тип теста. (Картинкой)
Отлично! Теперь я буду принимать команды ото всех.",ура
"как я не догадался
вот дурв=ачок","Отлично, я теперь говорю по-русски.
Отлично, теперь я буду использовать этот тип теста. (Картинкой)
Отлично! Теперь я буду принимать команды ото всех.",ура,"Отлично! Пользователям Телеграма, которые прошли капчу в любом чате когда-либо, больше не надо будет проходить капчу!
Отлично! Прохождение капчи больше не влияет на будущие капчи!"
"Отлично, я теперь говорю по-русски.
Отлично, теперь я буду использовать этот тип теста. (Картинкой)
Отлично! Теперь я буду принимать команды ото всех.",ура,"Отлично! Пользователям Телеграма, которые прошли капчу в любом чате когда-либо, больше не надо будет проходить капчу!
Отлично! Прохождение капчи больше не влияет на будущие капчи!","всё спамеров нет я сконфигурировал
(удалите этого бота пожалуйста)"
ура,"Отлично! Пользователям Телеграма, которые прошли капчу в любом чате когда-либо, больше не надо будет проходить капчу!
Отлично! Прохождение капчи больше не влияет на будущие капчи!","всё спамеров нет я сконфигурировал
(удалите этого бота пожалуйста)","Чудово, тепер я розмовляю українською.
Great, I speak English now.
Чудово, тепер я розмовляю українською."
,,,да хватит...
,,да хватит...,"Тот момент когда добавил анти-спам бота, а спама только стало больше"
,,,удали его
,,удали его,"Чудово, тепер я буду використовувати цей тип тесту. (Зображення)"
,,,оставь бота хохла
,,оставь бота хохла,Будем забывать спрашивать
,,ок,"Отлично, я теперь говорю по-русски.
Отлично, теперь я буду использовать этот тип теста. (Цифровая)"
,ок,"Отлично, я теперь говорю по-русски.
Отлично, теперь я буду использовать этот тип теста. (Цифровая)",о наконец то
ок,"Отлично, я теперь говорю по-русски.
Отлично, теперь я буду использовать этот тип теста. (Цифровая)",о наконец то,"О, теперь в гейклуб можно сразу кидать ссылку"
,,,"Отлично, теперь я буду использовать этот тип теста. (Цифровая)"
,,"Отлично, теперь я буду использовать этот тип теста. (Цифровая)",/ban
,"Отлично, теперь я буду использовать этот тип теста. (Цифровая)",/ban,а если я напишу оно реально забанит?
,,,че то пошло не так
,,че то пошло не так,"кто пинганет бота реально мьют выпишу
хватит"
,,,на несколько (минут но мьют)
,,на несколько (минут но мьют),/ban
,на несколько (минут но мьют),/ban,/ban
на несколько (минут но мьют),/ban,/ban,/ban
,,,удали бота
,,удали бота,да почему
,удали бота,да почему,/ban
,,,"Не, у меня шиза, я пойду"
,,"Не, у меня шиза, я пойду",пывн решаешь?
,"Не, у меня шиза, я пойду",пывн решаешь?,Я учиться на реверс и крипту буду
,,,Аааа
,,Аааа,"а помните беззаботные времена, когда на земле пели птички, ходили слоники, в чате дебилов состоял нмебой"
,Аааа,"а помните беззаботные времена, когда на земле пели птички, ходили слоники, в чате дебилов состоял нмебой",ой не тот help
Аааа,"а помните беззаботные времена, когда на земле пели птички, ходили слоники, в чате дебилов состоял нмебой",ой не тот help,опять пывн
"а помните беззаботные времена, когда на земле пели птички, ходили слоники, в чате дебилов состоял нмебой",ой не тот help,опять пывн,а че всм
ой не тот help,опять пывн,а че всм,Принято!
опять пывн,а че всм,Принято!,ой
а че всм,Принято!,ой,ахаха
Принято!,ой,ахаха,"Отлично, теперь я буду использовать этот временной лимит. (10 сек)"
ой,ахаха,"Отлично, теперь я буду использовать этот временной лимит. (10 сек)",неприятно получилось
ахаха,"Отлично, теперь я буду использовать этот временной лимит. (10 сек)",неприятно получилось,давай 10
"Отлично, теперь я буду использовать этот временной лимит. (10 сек)",неприятно получилось,давай 10,"Отлично, теперь я буду использовать этот временной лимит. (10 сек)
Отлично! Щилди теперь будет удалять сообщения с ссылками на Телеграм-каналы.
Отлично! Теперь новички смогут отправлять текст до прохождения капчи.
Отлично! Теперь новички не смогут присылать ничего кроме решения капчи, до прохождения капчи."
неприятно получилось,давай 10,"Отлично, теперь я буду использовать этот временной лимит. (10 сек)
Отлично! Щилди теперь будет удалять сообщения с ссылками на Телеграм-каналы.
Отлично! Теперь новички смогут отправлять текст до прохождения капчи.
Отлично! Теперь новички не смогут присылать ничего кроме решения капчи, до прохождения капчи.",так что там ещё можно сконфигурировать
давай 10,"Отлично, теперь я буду использовать этот временной лимит. (10 сек)
Отлично! Щилди теперь будет удалять сообщения с ссылками на Телеграм-каналы.
Отлично! Теперь новички смогут отправлять текст до прохождения капчи.
Отлично! Теперь новички не смогут присылать ничего кроме решения капчи, до прохождения капчи.",так что там ещё можно сконфигурировать,ГДЕ КАПЧА?
,,,а ведь чела больше не вернуть
,,а ведь чела больше не вернуть,"Блин, а если так анимебоя забанет, то да"
,,,Отлично! Щилди включён.
,,Отлично! Щилди включён.,а его на спбцтф схвачу
,Отлично! Щилди включён.,а его на спбцтф схвачу,"Отлично! Щилди включён.
Отлично! Щилди включён.
Отлично! Щилди включён.
Отлично! Щилди включён."
Отлично! Щилди включён.,а его на спбцтф схвачу,"Отлично! Щилди включён.
Отлично! Щилди включён.
Отлично! Щилди включён.
Отлично! Щилди включён.",/noAttack/noAttack
а его на спбцтф схвачу,"Отлично! Щилди включён.
Отлично! Щилди включён.
Отлично! Щилди включён.
Отлично! Щилди включён.",/noAttack/noAttack,"Отлично! Щилди включён.
Отлично! Щилди включён."
"Отлично! Щилди включён.
Отлично! Щилди включён.
Отлично! Щилди включён.
Отлично! Щилди включён.",/noAttack/noAttack,"Отлично! Щилди включён.
Отлично! Щилди включён.",v
/noAttack/noAttack,"Отлично! Щилди включён.
Отлично! Щилди включён.",v,Отлично! Щилди включён.
,,,удали его...
,,удали его...,я стараюсь
,,,НАЧАЛЬНИК ОН ВЕСЬ ЧАТ ЗАСРАЛ
,,НАЧАЛЬНИК ОН ВЕСЬ ЧАТ ЗАСРАЛ,не знаю поможет ли
,НАЧАЛЬНИК ОН ВЕСЬ ЧАТ ЗАСРАЛ,не знаю поможет ли,"О, ОН ЗАТКНУЛСЯ"
,,,все было хорошо пока тут был ниме бой
,,все было хорошо пока тут был ниме бой,Эх... Были времена
,,,что ты сделал с ботом почему он не изчез из чата но не отвечает
,,что ты сделал с ботом почему он не изчез из чата но не отвечает,умер
,,удали его,ты админ не просто так
,,Отлично! Щилди включён.,/ban
,,Отлично! Щилди включён.,О нет
,Отлично! Щилди включён.,О нет,Великолепно! Щилди теперь не будет использовать Combot Anti-Spam.
,,спасибо,откуда
,,,наконец-то никто не узнает кто я
,,наконец-то никто не узнает кто я,
,,,тебе еще 510 лет работать
,,тебе еще 510 лет работать,Крипто. Инь
,,,ахахххх и я не могу перестать быть анонимным
,,ахахххх и я не могу перестать быть анонимным,путь в один конец
,,,Великолепно! Щилди теперь будет использовать Combot Anti-Spam.
,,Великолепно! Щилди теперь будет использовать Combot Anti-Spam.,FF
,Великолепно! Щилди теперь будет использовать Combot Anti-Spam.,FF,Великолепно! Щилди теперь не будет использовать Combot Anti-Spam.
Великолепно! Щилди теперь будет использовать Combot Anti-Spam.,FF,Великолепно! Щилди теперь не будет использовать Combot Anti-Spam.,"ВЕЛИКОЛЕПНО, ОТЛИЧНО, УРА, ПРЕКРАСНО"
FF,Великолепно! Щилди теперь не будет использовать Combot Anti-Spam.,"ВЕЛИКОЛЕПНО, ОТЛИЧНО, УРА, ПРЕКРАСНО",я не понял а где кнопка забанить у бота
Великолепно! Щилди теперь не будет использовать Combot Anti-Spam.,"ВЕЛИКОЛЕПНО, ОТЛИЧНО, УРА, ПРЕКРАСНО",я не понял а где кнопка забанить у бота,"Дай админа, я уберу
эх"
"ВЕЛИКОЛЕПНО, ОТЛИЧНО, УРА, ПРЕКРАСНО",я не понял а где кнопка забанить у бота,"Дай админа, я уберу
эх",чд
я не понял а где кнопка забанить у бота,"Дай админа, я уберу
эх",чд,а ты кто
,,,блин хочу у нас в шк провести цтфку по фану
,,блин хочу у нас в шк провести цтфку по фану,ХМ
,,,а кто-то умеет решать ctf/ы?
,,а кто-то умеет решать ctf/ы?,кто-то
,,,у вас в школе?
,,у вас в школе?,"о я теперь удалять сообщения могу
теперь ты"
,у вас в школе?,"о я теперь удалять сообщения могу
теперь ты","ты)))
ну в теории"
у вас в школе?,"о я теперь удалять сообщения могу
теперь ты","ты)))
ну в теории","Херня
У нас мало кто инфу знает
По крайней мере у меня"
"о я теперь удалять сообщения могу
теперь ты","ты)))
ну в теории","Херня
У нас мало кто инфу знает
По крайней мере у меня","ну элита знает
+ это способ заинтересовать"
"ты)))
ну в теории","Херня
У нас мало кто инфу знает
По крайней мере у меня","ну элита знает
+ это способ заинтересовать","Ну да, можно"
,,,РЕИНКАРНАЦИЯ
,,РЕИНКАРНАЦИЯ,/ban
,,,какие вы неприветливые
,,какие вы неприветливые,/ban
,какие вы неприветливые,/ban,/ban
,,,"сразу баните
))
yf ntktajyt j,vfysdf. k.ltq yf ntktajyt ltym b yjxm - lf z rblf rflb
а блин
ну ладно
можно ли нмапить итмо"
,,"сразу баните
))
yf ntktajyt j,vfysdf. k.ltq yf ntktajyt ltym b yjxm - lf z rblf rflb
а блин
ну ладно
можно ли нмапить итмо","если аккуратно, то можно"
,"сразу баните
))
yf ntktajyt j,vfysdf. k.ltq yf ntktajyt ltym b yjxm - lf z rblf rflb
а блин
ну ладно
можно ли нмапить итмо","если аккуратно, то можно","ок
я ищу заслуги, чтобы туда возможно поступить
если с загранкой не выйдет"
,,,"а можно сказать, что знаю таких крутых челиков как вы"
,,"а можно сказать, что знаю таких крутых челиков как вы",скажи что знаешь меня
,,,и меня зачислят без вопросов
,,и меня зачислят без вопросов,ты какой класс?
,,,3 курс
,,3 курс,а)
,,,"калледжа
из 4"
,,"калледжа
из 4",а че не 10
,"калледжа
из 4",а че не 10,"а вот
такие дела"
"калледжа
из 4",а че не 10,"а вот
такие дела",ну ок
а че не 10,"а вот
такие дела",ну ок,"я птушник-9классов
как обозначить тебя"
,,,санспий
,,,инфин
,,инфин,
,инфин,,
,,,"а прям так
понял
запомню"
,,"а прям так
понял
запомню","да
просто инфин"
,"а прям так
понял
запомню","да
просто инфин","> Мы не видим в Вас достойного кандидата в ИТМО
>> но я знаю, санспая и инфина
> что Вы сразу не сказали, вы приняты"
"а прям так
понял
запомню","да
просто инфин","> Мы не видим в Вас достойного кандидата в ИТМО
>> но я знаю, санспая и инфина
> что Вы сразу не сказали, вы приняты",можешь просто сказать что знаешь инфина
"да
просто инфин","> Мы не видим в Вас достойного кандидата в ИТМО
>> но я знаю, санспая и инфина
> что Вы сразу не сказали, вы приняты",можешь просто сказать что знаешь инфина,и кинуть мой канал
,,,санпсая не обязательно упоминать
,,санпсая не обязательно упоминать,обязательно упомянуть @sanspie_notes
,,да,пускай подписываются
,да,пускай подписываются,((((
да,пускай подписываются,((((,а к вам вешалка сложно поступить
пускай подписываются,((((,а к вам вешалка сложно поступить,чел создай
((((,а к вам вешалка сложно поступить,чел создай,или под пиво пойдет
а к вам вешалка сложно поступить,чел создай,или под пиво пойдет,зачем я скинул две одинаковые фотографии...
чел создай,или под пиво пойдет,зачем я скинул две одинаковые фотографии...,"мммм
привет!!!"
или под пиво пойдет,зачем я скинул две одинаковые фотографии...,"мммм
привет!!!","что за клуб
и почему я не в нем
как понять"
зачем я скинул две одинаковые фотографии...,"мммм
привет!!!","что за клуб
и почему я не в нем
как понять","нет
в клубе только те кто могут так"
"мммм
привет!!!","что за клуб
и почему я не в нем
как понять","нет
в клубе только те кто могут так","блин крутой
я могу только так
блин и зачем"
"что за клуб
и почему я не в нем
как понять","нет
в клубе только те кто могут так","блин крутой
я могу только так
блин и зачем",по преколу))))
"нет
в клубе только те кто могут так","блин крутой
я могу только так
блин и зачем",по преколу)))),хотя мне и не нужен был канал
,,,а вы тоже заметили что ушел аниме бой актив умер?
,,а вы тоже заметили что ушел аниме бой актив умер?,актив не умер
,,,"просто все скорбят
по величайшему"
,,,я не скорблю
,,я не скорблю,/ban
,я не скорблю,/ban,ударить
я не скорблю,/ban,ударить,обнять
/ban,ударить,обнять,ударить
ударить,обнять,ударить,обнять
,,,блин все боты умерли
,,блин все боты умерли,обнять
,блин все боты умерли,обнять,о санспай
блин все боты умерли,обнять,о санспай,бтв а какой бот нормально сообщения на стикеры нарезает?
,,красивое,продаю
,красивое,продаю,за наклейку?
,,,"да
C это не баг
С это язык"
,,о санспай,страшна
,,,"почему это звучит как
о семпай"
,,"почему это звучит как
о семпай","это была задумка
топ 10 скримеров
все 10 мест"
,,,на месте.
,,на месте.,
,,,((((
,,((((,
,,почему,потому что
,,,форсед стикеры мммм
,,форсед стикеры мммм,не то что билдовые от осоги
,форсед стикеры мммм,не то что билдовые от осоги,
,,,"АХХАХАХАХАХА
добавь стикеры кста"
,,,подписался
,,подписался,готово
,подписался,готово,лжец
,,,ты не подписался
,,ты не подписался,"чекни
я давно подписан)))"
,,а,э
,а,э,шо
,,,бля)
,,бля),ну все я отписываюсь
,бля),ну все я отписываюсь,"я на тебя обиделся...
ты меня обманул..."
бля),ну все я отписываюсь,"я на тебя обиделся...
ты меня обманул...","а я на тебя((
как обычно женьщина все испортила"
ну все я отписываюсь,"я на тебя обиделся...
ты меня обманул...","а я на тебя((
как обычно женьщина все испортила",В чем?)
"я на тебя обиделся...
ты меня обманул...","а я на тебя((
как обычно женьщина все испортила",В чем?),все
"а я на тебя((
как обычно женьщина все испортила",В чем?),все,изи
В чем?),все,изи,Ладно(
все,изи,Ладно(,да
изи,Ладно(,да,Встал вопрос
,,,Или какой то есть способ
