context_3,context_2,context_1,response
,,,Я не угадал как это сделатт
,,Я не угадал как это сделатт,"нет, там хэш crc32b был"
,,,И что как?
,,И что как?,Мать вращал на орбите солнца
,,,"Поибота
Ладно не настолько"
,,,Но то что сервер выдавал не валидный флаг -кринж
,,Но то что сервер выдавал не валидный флаг -кринж,"Ы, ну, звучит как то, что флаг был валидным какое-то время"
,,,Сколько человек его сдали?
,,Сколько человек его сдали?,Но ты молодец что решил)
,Сколько человек его сдали?,Но ты молодец что решил),Сколько его сдали
Сколько человек его сдали?,Но ты молодец что решил),Сколько его сдали,"какой вариант из двух, названных мной?"
Но ты молодец что решил),Сколько его сдали,"какой вариант из двух, названных мной?","1
Чего ты ожидал
Не уцуцуги?
..."
Сколько его сдали,"какой вариант из двух, названных мной?","1
Чего ты ожидал
Не уцуцуги?
...",я просто куку на сайт с кучей хэшей загнал и ctrl f
"какой вариант из двух, названных мной?","1
Чего ты ожидал
Не уцуцуги?
...",я просто куку на сайт с кучей хэшей загнал и ctrl f,Тем более не угадал
,,,у нас чел форензику решил скачав макинтош
,,у нас чел форензику решил скачав макинтош,Скачав что
,у нас чел форензику решил скачав макинтош,Скачав что,ну виртуалку с макОС
,,Сколько баллов,только этот таск)))
,,,Бля
,,Бля,эта хуйня не маунтится в линух
,Бля,эта хуйня не маунтится в линух,Угу
,,,а как ппц делать где там души какие-то
,,а как ппц делать где там души какие-то,Там же написано что сделатб надо
,,,"я вроде все сделал, пишу имя а мне нихуя не дают
я оргам пишу они молчат"
,,"я вроде все сделал, пишу имя а мне нихуя не дают
я оргам пишу они молчат",А
,"я вроде все сделал, пишу имя а мне нихуя не дают
я оргам пишу они молчат",А,я сдампид весь файл
"я вроде все сделал, пишу имя а мне нихуя не дают
я оргам пишу они молчат",А,я сдампид весь файл,Ну лох
А,я сдампид весь файл,Ну лох,"посчитал у кого больше отказов
и нихуя"
я сдампид весь файл,Ну лох,"посчитал у кого больше отказов
и нихуя",Реверс решил у вас кто-то?
Ну лох,"посчитал у кого больше отказов
и нихуя",Реверс решил у вас кто-то?,"Ярик был близок но не успел
ну как и ожидалось фан уцуцуга"
,,,а как веб за 200 решался
,,а как веб за 200 решался,То есть ты толком нихуя не решил?
,,,"Они выложили хинт ровно в тот момент, когда я решил таск"
,,"Они выложили хинт ровно в тот момент, когда я решил таск","да
расскажи"
,,,То есть никто толком нихуя не решил
,,То есть никто толком нихуя не решил,по спойлерам да
,,,"да
а ну
а как его сделал"
,,"да
а ну
а как его сделал",Ну там криптореверс просто же
,,,прям реверсил просто или через очко
,,прям реверсил просто или через очко,Просто
,,,Патч  и гдб
,,Патч  и гдб,а что за криптореверс
,,,"Патчишь место где он проверяет системные требования и смотришь что за функция у тебя берёт дату и время, там мощная крипта с ror и rol, которую ты два раза решаешь и забираешь флаг"
,,"Патчишь место где он проверяет системные требования и смотришь что за функция у тебя берёт дату и время, там мощная крипта с ror и rol, которую ты два раза решаешь и забираешь флаг",Про мощную это сарказм?
,"Патчишь место где он проверяет системные требования и смотришь что за функция у тебя берёт дату и время, там мощная крипта с ror и rol, которую ты два раза решаешь и забираешь флаг",Про мощную это сарказм?,Да
,,,"Проблемнее всего было забрать флаг, потому что сервер выдавал такой, который не сдавался"
,,,Атлант решил реверс?
,,Атлант решил реверс?,Я не решал угру
,,,а rol и ror на константную величину или неконстантную?
,,а rol и ror на константную величину или неконстантную?,Констант
,,А,(не получается придумать какой вопрос задавать дальше чтобы понять какой шифр(()
,,,"For I in range len msg 
Byte =msg[I]^key[i]
If I &1=0 :byte =rol(byte, 1) 
Else byte =ror..."
,,"For I in range len msg 
Byte =msg[I]^key[i]
If I &1=0 :byte =rol(byte, 1) 
Else byte =ror...",Ближе у этому
,,,Вроде все уже закончили
,,Вроде все уже закончили,"Ахахаха
Жесткая ответка"
,,,слонсер парируй
,,слонсер парируй,Че парировать базу выдал чел
,,,А в МФТИ физика в программе обязательна ?
,,А в МФТИ физика в программе обязательна ?,"погоди а в чем ответка
Лаба выполняется в группах из 1-3 студентов (в МИФИ всё индивидуально) – это существенно ускоряет весь процесс

Мы потратили на допуск, снятие показаний и защиту в сумме около одного часа. Притом преподаватель ещё сказал, что эта лаба одна из самых объемных."
,А в МФТИ физика в программе обязательна ?,"погоди а в чем ответка
Лаба выполняется в группах из 1-3 студентов (в МИФИ всё индивидуально) – это существенно ускоряет весь процесс

Мы потратили на допуск, снятие показаний и защиту в сумме около одного часа. Притом преподаватель ещё сказал, что эта лаба одна из самых объемных.",¯\_(ツ)_/¯
А в МФТИ физика в программе обязательна ?,"погоди а в чем ответка
Лаба выполняется в группах из 1-3 студентов (в МИФИ всё индивидуально) – это существенно ускоряет весь процесс

Мы потратили на допуск, снятие показаний и защиту в сумме около одного часа. Притом преподаватель ещё сказал, что эта лаба одна из самых объемных.",¯\_(ツ)_/¯,я думал там обсер итмо будет
"погоди а в чем ответка
Лаба выполняется в группах из 1-3 студентов (в МИФИ всё индивидуально) – это существенно ускоряет весь процесс

Мы потратили на допуск, снятие показаний и защиту в сумме около одного часа. Притом преподаватель ещё сказал, что эта лаба одна из самых объемных.",¯\_(ツ)_/¯,я думал там обсер итмо будет,"То ли дело лабы по физике в сунце
Там час ты на сдачу тратишь"
¯\_(ツ)_/¯,я думал там обсер итмо будет,"То ли дело лабы по физике в сунце
Там час ты на сдачу тратишь",вот бы лабу по физике на угре завезли
,,,Мммммм вот бы щас в мифи
,,Мммммм вот бы щас в мифи,подожди недельку
,,,Через недельку к сожалению без очень интересного предмета
,,,У кого какое место на угре?
,,У кого какое место на угре?,5
,У кого какое место на угре?,5,ты что решил
У кого какое место на угре?,5,ты что решил,Один веб и две ппц
,,,"8 место
Ну в целом не удивительно, что я заглотнул"
,,"8 место
Ну в целом не удивительно, что я заглотнул",я нашёл ошибку в kissat
,,,"кто уже писал нто, там на индивид туре по матеше что давали?"
,,"кто уже писал нто, там на индивид туре по матеше что давали?","геому, тервер, комбинаторику (раскраски), тригоном и идейную задачу какую-то"
,,,стереома или планиметрия?
,,стереома или планиметрия?,планик
,,,"на бдимо: решение уравнений в целых числах, графы+четность, параметр, вероятности, планик какой-то ебанутый"
,,"на бдимо: решение уравнений в целых числах, графы+четность, параметр, вероятности, планик какой-то ебанутый",Тоже самое на ИРСе
,,,на иишке дали прям совсем изи по сравнению с прошлым годом
,,на иишке дали прям совсем изи по сравнению с прошлым годом,"а как это работает...
1*(1,...,a1,a2,...) + x*(0,1,...,b0,b1,...) +... = (1,x,y,z, u,v,w) , но почему  u v w занулены и почему в редуцированном базисе будет находится этот вектор?"
,,,"ну они так решётку придумали чтобы u,v,w были занулены...
в редуцированном базисе этот вектор находиться не обязан, но довольно часто будет; LLL обычно выдаёт как первые вектора базиса самые короткие которые получились, можно считать это приближенным алгоритмом решения SVP
только не гарантируется что первое число действительно будет 1
если не повезёт и оно будет не 1, то можно поменять 1 на какое-нибудь w и провести бинпоиск по нему, но это тоже не гарантирует успех, тогда можно убрать первую строку и применить алгоритм babai, он приближенно решает CVP"
,,"ну они так решётку придумали чтобы u,v,w были занулены...
в редуцированном базисе этот вектор находиться не обязан, но довольно часто будет; LLL обычно выдаёт как первые вектора базиса самые короткие которые получились, можно считать это приближенным алгоритмом решения SVP
только не гарантируется что первое число действительно будет 1
если не повезёт и оно будет не 1, то можно поменять 1 на какое-нибудь w и провести бинпоиск по нему, но это тоже не гарантирует успех, тогда можно убрать первую строку и применить алгоритм babai, он приближенно решает CVP","а занулены они почему? в результате получится u = (a0+b0*x+c0*y+d0*z) +n*k  и так как a0+b0*x+c0*y+d0*z делится на n, то n*k занулит его? а почему должен?..."
,,,"а, ещё если x,y,z большие то возможно что алгоритм забьёт на u,v,w, тогда можно умножить соответствующие им столбцы на что-нибудь"
,,,потому что вектор от зануления станет короче
,,потому что вектор от зануления станет короче,"но весь базис то не обязан стать короче, а это и есть цель LLL"
,потому что вектор от зануления станет короче,"но весь базис то не обязан стать короче, а это и есть цель LLL","так весь базис тоже становится короче, если вычесть из чего-то (0,...,0, n*k, 0,...,0)"
потому что вектор от зануления станет короче,"но весь базис то не обязан стать короче, а это и есть цель LLL","так весь базис тоже становится короче, если вычесть из чего-то (0,...,0, n*k, 0,...,0)","Я не это имел ввиду, но я уже нашёл ошибку (ну я думал, что можно распределить по другим векторам это n*k чтобы те стали длиннее но в целом базис уменьшился)"
,,,(я не изучал никаких доказательств работы LLL))
,,(я не изучал никаких доказательств работы LLL)),"(как я понимаю LLL стремится сделать базис ортонормированным, а вектор выше явно не таков)"
,(я не изучал никаких доказательств работы LLL)),"(как я понимаю LLL стремится сделать базис ортонормированным, а вектор выше явно не таков)","ну на википедии есть например эта надпись
что кратчайший вектор базиса получившегося после LLL является коротким"
,,,"(о, я не знал про эту границу через определитель. думал, что там какая-то совсем тёмная магия, а оказывается её и я могу применять теоретически)
правда не знаю насколько сильная эта граница"
,,"(о, я не знал про эту границу через определитель. думал, что там какая-то совсем тёмная магия, а оказывается её и я могу применять теоретически)
правда не знаю насколько сильная эта граница",Я сижу перевожу ориг факторизации многочлена копперсмита там ещё границы весёлые есть
,,,Пиздец опять Савватеев с Павликовым по пьяни сцепились
,,Пиздец опять Савватеев с Павликовым по пьяни сцепились,"точнее вообще неясно как можно сделать один вектор короче каким-то вычитанием, а базис не сделать короче"
,Пиздец опять Савватеев с Павликовым по пьяни сцепились,"точнее вообще неясно как можно сделать один вектор короче каким-то вычитанием, а базис не сделать короче",23))
Пиздец опять Савватеев с Павликовым по пьяни сцепились,"точнее вообще неясно как можно сделать один вектор короче каким-то вычитанием, а базис не сделать короче",23)),реверс и ппс?
"точнее вообще неясно как можно сделать один вектор короче каким-то вычитанием, а базис не сделать короче",23)),реверс и ппс?,ебучее ппс))
23)),реверс и ппс?,ебучее ппс)),а второй ппс это тот видос?
реверс и ппс?,ебучее ппс)),а второй ппс это тот видос?,Да
,,,с qr
,,с qr,jabcode
,,,Ну типа
,,Ну типа,ну в этот раз вроде раза в два народа больше
,,,с победом получается
,,с победом получается,"Мне кажется побед с топ 3, потому что они по правилам РСОШ пытаются проводить"
,с победом получается,"Мне кажется побед с топ 3, потому что они по правилам РСОШ пытаются проводить",В правилах РСОШа нет ничего про топ 3 это раз
с победом получается,"Мне кажется побед с топ 3, потому что они по правилам РСОШ пытаются проводить",В правилах РСОШа нет ничего про топ 3 это раз,Я про то что определённый процент
"Мне кажется побед с топ 3, потому что они по правилам РСОШ пытаются проводить",В правилах РСОШа нет ничего про топ 3 это раз,Я про то что определённый процент,Ну так МАКСИМУМ 8%
В правилах РСОШа нет ничего про топ 3 это раз,Я про то что определённый процент,Ну так МАКСИМУМ 8%,"Ну меньше 3 точно не дадут, лютый кринж же будет"
Я про то что определённый процент,Ну так МАКСИМУМ 8%,"Ну меньше 3 точно не дадут, лютый кринж же будет",не дадут
,,,та мне похуй пусть орги себе анус стегой отполируют
,,та мне похуй пусть орги себе анус стегой отполируют,А где там стега была?
,,,проще назвать где ее не было
,,,в реверсе
,,в реверсе,"Спасибо, приятно)"
,,,Райтапов же нет ещё?
,,Райтапов же нет ещё?,Нет
,Райтапов же нет ещё?,Нет,Скоро будут
,,,по правилам рсош там n%
,,по правилам рсош там n%,8%
,,,По правилам РСОШ устанавливается только максимальное количество
,,,8% от 130 это топ 10
,,8% от 130 это топ 10,ну вот так вот
,,,")))
да нихуя, они опять 3 выдадут победов"
,,,И он вроде считается от тех у кого не 0
,,И он вроде считается от тех у кого не 0,"От тех, кто участвовал"
,И он вроде считается от тех у кого не 0,"От тех, кто участвовал",точно?
И он вроде считается от тех у кого не 0,"От тех, кто участвовал",точно?,"Ну, вроде пока так планировали"
,,,"Ага
От ненулевых это уже модификации от оргов
Чисто теоретически ты можешь только топ 1 победом сделать"
,,"Ага
От ненулевых это уже модификации от оргов
Чисто теоретически ты можешь только топ 1 победом сделать",4 в прошлом году не дали
,,,а сколько участвовало
,,а сколько участвовало,Вродь где-то в чатике Югры писали
,,,из 133
,,из 133,а сколько калану лет
,из 133,а сколько калану лет,"ладно там написано ""общего фактического числа участников""
не вижу в данных словах запрета на 0 баллов"
из 133,а сколько калану лет,"ладно там написано ""общего фактического числа участников""
не вижу в данных словах запрета на 0 баллов","Это нам надо
у кого-то есть развёрнутое окружение для дизасма живых малварей под винду?"
,,,Чем тебе вмка с виндбг и идой не устраивает?
,,Чем тебе вмка с виндбг и идой не устраивает?,мне лень было
,,,"забей хуй
я ратник подцепить умудрился
ахвыхаыахвыхаы
а нет
это системная служба"
,,,За тобой едут. Последний понедельник живёшь!
,,За тобой едут. Последний понедельник живёшь!,Можно добавить?
,За тобой едут. Последний понедельник живёшь!,Можно добавить?,"ребята, помогите сделать уграцтф лучше!"
За тобой едут. Последний понедельник живёшь!,Можно добавить?,"ребята, помогите сделать уграцтф лучше!",Спс!
Можно добавить?,"ребята, помогите сделать уграцтф лучше!",Спс!,"можно хинт на ellipse curve crypto ?
я попробовал пораскладывать на множители вот так, но это чот не особо помогает (по идее нужно достать g(x) = x^k , но тут такого не вырисовывается
(как туда эллипс натянуть я не понимаю)"
,,,слава...
,,слава...,что ты сделал
,,,Это сильно
,,Это сильно,За что
,Это сильно,За что,"он прислал вот это фото, мол так будет на финале нто
я сказал что это муравейник и там видно всё и слышно у соседних команд
он мне посоветывал не ездить на олимпиаду, раз я недоволен организацией еще до начала"
Это сильно,За что,"он прислал вот это фото, мол так будет на финале нто
я сказал что это муравейник и там видно всё и слышно у соседних команд
он мне посоветывал не ездить на олимпиаду, раз я недоволен организацией еще до начала","Чувствую ещё до начала, что организация будет на высшем уровне"
За что,"он прислал вот это фото, мол так будет на финале нто
я сказал что это муравейник и там видно всё и слышно у соседних команд
он мне посоветывал не ездить на олимпиаду, раз я недоволен организацией еще до начала","Чувствую ещё до начала, что организация будет на высшем уровне",)))
"он прислал вот это фото, мол так будет на финале нто
я сказал что это муравейник и там видно всё и слышно у соседних команд
он мне посоветывал не ездить на олимпиаду, раз я недоволен организацией еще до начала","Чувствую ещё до начала, что организация будет на высшем уровне",))),Это где нынче проводят?
"Чувствую ещё до начала, что организация будет на высшем уровне",))),Это где нынче проводят?,"vbab
мифи"
))),Это где нынче проводят?,"vbab
мифи","Бля
Это студофис
Ебать они его расковыряли...
Под олимпу
я понимаю что мы больше не в сириусе
но имхо тема с моноблоками кринге
постоянно высовываться из-за экрана
и перекрикивать тиммейтов
с ноутами удобнее, да хуй бы с ним, местными ноутами
а ещё вот эти компы
на которых кали
ожидайте что там будет баговать всё
потому что хост ОС - Астра)))))
у них все компы на астре"
,,,там вмки??
,,там вмки??,в сириусе 2021 тоже вмки были
,,,ну я сомневаюсь что они бы дуалбут ставили
,,ну я сомневаюсь что они бы дуалбут ставили,нет
,,,"вообще у них астра на этих компах
винда хост хотя бы, это ещё туда-сюда"
,,,обещали же
,,обещали же,4real?
,,,кекич
,,кекич,"ну на зум конфе
спросили"
,кекич,"ну на зум конфе
спросили",а да
кекич,"ну на зум конфе
спросили",а да,че лучше
"ну на зум конфе
спросили",а да,че лучше,пон
а да,че лучше,пон,Время спама
че лучше,пон,Время спама,ахахахахахах
,,,макс ебёт
,,макс ебёт,База
,,,Кто он
,,Кто он,Кто катал цтф от худорожки?
,,,п. 2. Посещение всех мероприятий ( кроме вечерних во 2-4 дни ) обязательно. Если вас на них не было по не уважительной причине ( не захотели или что-то в этом роде ) - дисковал
,,п. 2. Посещение всех мероприятий ( кроме вечерних во 2-4 дни ) обязательно. Если вас на них не было по не уважительной причине ( не захотели или что-то в этом роде ) - дисковал,"Ну получается только день заезда рефлексия нужна, где ты эт нашел кстати?"
,,,Это пиздец да
,,Это пиздец да,база
,Это пиздец да,база,"Бульба Хакерс
Белорусская тима"
Это пиздец да,база,"Бульба Хакерс
Белорусская тима","на бдимо поставили начало сорев на день приезда. Сука лететь 10 часов в Питер и сразу хуярить💀
заебала их организация, сначала одно говорят, потом делают другое. я думаю потом большую апелляцию накатать нто, про некомпетентность организаторов
понятно, что ее проигнорируют, ибо в нто сидят говно говна, но сам факт"
база,"Бульба Хакерс
Белорусская тима","на бдимо поставили начало сорев на день приезда. Сука лететь 10 часов в Питер и сразу хуярить💀
заебала их организация, сначала одно говорят, потом делают другое. я думаю потом большую апелляцию накатать нто, про некомпетентность организаторов
понятно, что ее проигнорируют, ибо в нто сидят говно говна, но сам факт","ну бля
олимпа скатилась
я такой тезис слышал
это типо
от причастных к организации профиля)
это понятно
но бля реально типо вот эти тёрки законодательные
особенно для людей кто литералли живёт в мск
ну это ваще буллщит"
,,,Че
,,Че,"ddanisamo не нравится, что нельзя бухать как на иннопе"
,,,"ну бля
вот это читаешь
понимаешь как бы бля закон вся такая хуйня все на очке
но сука так душить..."
,,"ну бля
вот это читаешь
понимаешь как бы бля закон вся такая хуйня все на очке
но сука так душить...","падажжи
мифи еще и платит за это гов... мероприятие?"
,,,как я понял да
,,как я понял да,зачем? типо для привлечения абитуриентов?
,как я понял да,зачем? типо для привлечения абитуриентов?,ну так один хуй все адекватные люди пойдут либо в Питер либо в Вышку
,,кринж,я хуй еби
,,,то есть орги литералли поменяли локацию с Сириуса на мифи
,,то есть орги литералли поменяли локацию с Сириуса на мифи,вообще Егоров сказал
,,,ради бабла?
,,ради бабла?,хуй еби
,ради бабла?,хуй еби,"не понял, кому платит"
ради бабла?,хуй еби,"не понял, кому платит","я в душе не ебу
но это
сказал один из вожатых
по всей видимости
ещё в начале года
что Сириус
перестал быть тех партнёром НТО
по причинам которые он не знает"
,,,да нет блять просто я тезисы на доклад хочу пописать
,,да нет блять просто я тезисы на доклад хочу пописать,пиши в общаге
,,,а я возвращаюсь только к 11
,,а я возвращаюсь только к 11,"стоп, ты не будешь жить в общаге?"
,,,и хожу на вот эту рефлексию
,,и хожу на вот эту рефлексию,а ты человек из мск и тебя заставляют ходить на рефлексию чтобы не потерялся и умер или что?
,,,Только вот когда эмокид с Ваней скипали в своё время в Сириусе
,,Только вот когда эмокид с Ваней скипали в своё время в Сириусе,им хоть и давали пиздов
,,,"я буду жить в общаге
мы все сука
ой
блять
к 10
ну похуй
рефлексия ещё час
пиздец короче
но всё было в разумных пределах
потому что у руля была
Юля Куклина
а не Егоров"
,,"я буду жить в общаге
мы все сука
ой
блять
к 10
ну похуй
рефлексия ещё час
пиздец короче
но всё было в разумных пределах
потому что у руля была
Юля Куклина
а не Егоров","пиши тезисы на рефлексии. там же обязательно только присутствовать, а не участвовать"
,"я буду жить в общаге
мы все сука
ой
блять
к 10
ну похуй
рефлексия ещё час
пиздец короче
но всё было в разумных пределах
потому что у руля была
Юля Куклина
а не Егоров","пиши тезисы на рефлексии. там же обязательно только присутствовать, а не участвовать","ну бля
я помню Ваню Федотова который типо просто сидел
и его заставляли принимать участие
ну мол спрашивали чодакак
ваня говорил норм

сори если я подпёздываю, но вроде да
ну типо там буквально нечего было говорить
и все считали что они клоунадой занимаются потому что они как истинные гигачады с этой рефлексии рофлили
наша куратор конечно солнышко была, она свою работу делала"
,,,но самая концепция с рефлексиями это та ещё хуйня
,,но самая концепция с рефлексиями это та ещё хуйня,"ну, если бы они не угрожали дисквалом, туда бы вообще никто не приходил"
,,,где я жестко токсичил
,,где я жестко токсичил,было дело
,,,"Афигеть я застал креветку школьником?
owo
бля нас даже в сириусе
выпускали"
,,,погулять
,,погулять,ну ты можешь сходить на экскурсию по Москве завтра. +/- тоже самое
,погулять,ну ты можешь сходить на экскурсию по Москве завтра. +/- тоже самое,💀💀💀
,,,"когда днс лёг
на туре по инфе
)))))0"
,,"когда днс лёг
на туре по инфе
)))))0","С сопровождающим
А не"
,,,Мы тогда соло в отель потопали
,,Мы тогда соло в отель потопали,Вот да
,,,"славные времена
сириус зашел
орги действительно норм замутили
сейчас бы и вам так("
,,,"с нашим регионом прикольно вышло, нас летело трое, и мы прилетели на день раньше, и улетали на день позже"
,,"с нашим регионом прикольно вышло, нас летело трое, и мы прилетели на день раньше, и улетали на день позже",на день раньше даты оф заезда
,,,гоняли в рестик в отеле за счет оргов
,,гоняли в рестик в отеле за счет оргов,"че, разве?"
,,,рассос крч
,,рассос крч,не припоминаю
,рассос крч,не припоминаю,ну когда все прилетели уже в столовку ходили
рассос крч,не припоминаю,ну когда все прилетели уже в столовку ходили,"аа, вот оно что"
,,,"у нас чат с кураторкой есть, она нам кинула"
,,"у нас чат с кураторкой есть, она нам кинула",Хуйня ненужная ?
,"у нас чат с кураторкой есть, она нам кинула",Хуйня ненужная ?,"Нет, Тася нужная. Она иногда только перлы такие выдаёт"
"у нас чат с кураторкой есть, она нам кинула",Хуйня ненужная ?,"Нет, Тася нужная. Она иногда только перлы такие выдаёт",Я не про Тасю
,,,Куротрка бля... Есть только куратор и в женском роде тоже куратор
,,,Феменитивы ебучие
,,Феменитивы ебучие,Ну это звучит рофельно))
,Феменитивы ебучие,Ну это звучит рофельно)),Хуёфельно
Феменитивы ебучие,Ну это звучит рофельно)),Хуёфельно,
,,,А ок
,,,Атлант ты извинись
,,Атлант ты извинись,А кто это вообще
,,,"За сунц и двор
Из сунца чел"
,,"За сунц и двор
Из сунца чел",Это чел?
,,,Иди нахуй
,,Иди нахуй,💀💀💀
,,,Панчлайн от которого раскашлялся сам господь
,,,Я её в первый раз седня увидел
,,Я её в первый раз седня увидел,Любовь с первого взгляда... Как романтишно
,Я её в первый раз седня увидел,Любовь с первого взгляда... Как романтишно,Любовь с первого взгляда только с надгробием мамы твоей
Я её в первый раз седня увидел,Любовь с первого взгляда... Как романтишно,Любовь с первого взгляда только с надгробием мамы твоей,Ахахахахахахахааххахаап
,,,"Кирюш, не злись. Я же просто истину говорю"
,,"Кирюш, не злись. Я же просто истину говорю",Истину тебе похоронка на мать сказала -что её камаз с фурой перепутал
,,,Настолько жирная была
,,Настолько жирная была,Панчишь... А умное что-то можешь сказать?
,Настолько жирная была,Панчишь... А умное что-то можешь сказать?,Эллипс - симметричный огурец
,,Хуйня,А вот нет. Готов по этому поводу спорить с лектором по физике из скунца?
,Хуйня,А вот нет. Готов по этому поводу спорить с лектором по физике из скунца?,"(Он нам законы Кеплера за 30 минут без вывода рассказал, так что он тоже их хуйней считает)"
,,,Могу вывод законов кеплера
,,Могу вывод законов кеплера,Ебаш
,,,Или космических скоростей
,,Или космических скоростей,Это хуйня
,,,"Ну 1 очев
Про то что в фокусе солнце"
,,"Ну 1 очев
Про то что в фокусе солнце",Не поспоришь
,"Ну 1 очев
Про то что в фокусе солнце",Не поспоришь,бендреврит кримбредвредч?
,,,спасибо мифи
,,спасибо мифи,вход на площадку проведения?
,,,вход на ктф с твоими тасками
,,вход на ктф с твоими тасками,"У кого Сяоми пульт
На телефоне
Модель телека - хендай
Сзади меня стоят палят, не могу отрубить"
,вход на ктф с твоими тасками,"У кого Сяоми пульт
На телефоне
Модель телека - хендай
Сзади меня стоят палят, не могу отрубить",хаахахаха
вход на ктф с твоими тасками,"У кого Сяоми пульт
На телефоне
Модель телека - хендай
Сзади меня стоят палят, не могу отрубить",хаахахаха,"Я врубил телек сзади (lg который) , мне пизды чуть не дали"
"У кого Сяоми пульт
На телефоне
Модель телека - хендай
Сзади меня стоят палят, не могу отрубить",хаахахаха,"Я врубил телек сзади (lg который) , мне пизды чуть не дали",Правильно сделали
хаахахаха,"Я врубил телек сзади (lg который) , мне пизды чуть не дали",Правильно сделали,Ой иди нахуй
,,,У нас тут все без ик
,,У нас тут все без ик,Ахуенчик
,У нас тут все без ик,Ахуенчик,"Давай телефон вперёд
Под стульями"
,,,"Не могу, у меня тут терабайт порнухи с младенцами"
,,"Не могу, у меня тут терабайт порнухи с младенцами",
,,,Суть команды ромашки
,,Суть команды ромашки,Одназначно лайк за легенду
,Суть команды ромашки,Одназначно лайк за легенду,"шел первый день, пич уже все запентестил в общаге
то есть проверил на прочность"
,,,Пидрила
,,Пидрила,Добавьте челика
,Пидрила,Добавьте челика,"коково
була? :D"
Пидрила,Добавьте челика,"коково
була? :D",Блять
Добавьте челика,"коково
була? :D",Блять,"а
да"
"коково
була? :D",Блять,"а
да",У неё юзера нету
,,,надо
,,надо,Го
,,,легендарная
,,легендарная,Теперь есть
,легендарная,Теперь есть,База
легендарная,Теперь есть,База,что это
Теперь есть,База,что это,Заходи дружок
База,что это,Заходи дружок,Привет мальчики
что это,Заходи дружок,Привет мальчики,romtrap
Заходи дружок,Привет мальчики,romtrap,"randymurry
Студенты на галерке во время лекции играют в игру кто громче скажет ""хуй"". Каждый говорит хуй и кладет пятак на стол, каждый раз чуть громче. В итоге к ним поднялся препод, заорал на всю аудиторию ХУУУЙ и забрал всю кучу себе."
