context_3,context_2,context_1,response
,,,мифи на закупках пк к нто?
,,мифи на закупках пк к нто?,Спасибо
,мифи на закупках пк к нто?,Спасибо,Скиньте пж первый пывн
,,,он меня заигнорил (
,,он меня заигнорил (,Пингани еще раз ;)
,он меня заигнорил (,Пингани еще раз ;),
,,,"хз, меня нет"
,,,Ты че обманываешь
,,Ты че обманываешь,
,,,Фотки ещё ждём?)
,,Фотки ещё ждём?),мы все еще ждем?
,,,Ещё 43 минуты
,,Ещё 43 минуты,Ещё 34*
,,,путь далеко и надолго
,,,"вы ещё не знаете что такое ждать.
мы вот уже больше полугода мерчшоп ждём с летней школы."
,,"вы ещё не знаете что такое ждать.
мы вот уже больше полугода мерчшоп ждём с летней школы.",Год с яузы
,,,арсиба?
,,арсиба?,да
,арсиба?,да,люти пон
арсиба?,да,люти пон,Финалисты прошлого тк год ждут футболки
да,люти пон,Финалисты прошлого тк год ждут футболки,"А видеограф есть в этом чате?
из медиацентра"
,,,"там просто есть видеоряд забавный где я по клавиатуре бацаю в последние секунды, а другой участник меня по попе бьёт очень сильно"
,,"там просто есть видеоряд забавный где я по клавиатуре бацаю в последние секунды, а другой участник меня по попе бьёт очень сильно",Ахххахахза
,,,и я типо не могу ему ответку закинуть потому что там очень важно было
,,,дисквал на превью 🫣
,,дисквал на превью 🫣,:)
,,,мне интересно осталось ли это у него
,,мне интересно осталось ли это у него,Это осталось у нас в памяти
,,,АЖЫВХАЗВЫХАХЗВЫАХЫ
,,АЖЫВХАЗВЫХАХЗВЫАХЫ,"Еще будет?
Там 3/4 экскурсия"
,АЖЫВХАЗВЫХАХЗВЫАХЫ,"Еще будет?
Там 3/4 экскурсия",Будет
АЖЫВХАЗВЫХАХЗВЫАХЫ,"Еще будет?
Там 3/4 экскурсия",Будет,Ура
"Еще будет?
Там 3/4 экскурсия",Будет,Ура,Как минимум много портретов точно
Будет,Ура,Как минимум много портретов точно,А
,,,А когда 😄?
,,А когда 😄?,Сегодня/завтра вечером по прогнозам фотографа
,А когда 😄?,Сегодня/завтра вечером по прогнозам фотографа,По прогнозам было воскресенье-понедельник))
,,,А
,,А,Ура ура
,А,Ура ура,"Можно, пожалуйста, фотографии потом на Гугл диск залить, или на другой файлообменник
Просто в ВК с качеством все очень грустно"
,,,используй чатжпт чтобы улучшить
,,используй чатжпт чтобы улучшить,Где бы бесплатные деньги взять
,используй чатжпт чтобы улучшить,Где бы бесплатные деньги взять,@new_hohlobanking_bot
,,,украсть
,,украсть,Скоро бунт?
,украсть,Скоро бунт?,Фотографий очень много
украсть,Скоро бунт?,Фотографий очень много,Плакать хочется
Скоро бунт?,Фотографий очень много,Плакать хочется,Почему
Фотографий очень много,Плакать хочется,Почему,Фоток нет
Плакать хочется,Почему,Фоток нет,"Печально очень печально
Дети Африки не позавидуют твоим проблемам"
Почему,Фоток нет,"Печально очень печально
Дети Африки не позавидуют твоим проблемам","Иваненко Григорий - студент 2 курса направления ""информационная безопасность в МИФИ""."
,,,А какие прогнозы по фоткам?🥺
,,А какие прогнозы по фоткам?🥺,"Завтра

Их 1.5к вышло"
,А какие прогнозы по фоткам?🥺,"Завтра

Их 1.5к вышло",Нифига
,,,Пасмурно...
,,Пасмурно...,3 апреля 2023 г. (понедельник) виртуальные машины будут выключены и переведены в архив.
,Пасмурно...,3 апреля 2023 г. (понедельник) виртуальные машины будут выключены и переведены в архив.,Ура ура
,,,Тут всё!
,,Тут всё!,НТО длился один день (
,,,придется нейронкой себя искать)
,,,а с награждения есть что то?(не общие)
,,а с награждения есть что то?(не общие),@mazikee_n
,,,подгрузим
,,подгрузим,Когда?)
,подгрузим,Когда?),"Через года, через века"
,,,"отлично, спасибо"
,,"отлично, спасибо",а не фотали когда инженерную задачу решали?
,,,Еще будут фото командные? Ну те которые эти те самые
,,Еще будут фото командные? Ну те которые эти те самые,Ну вы поняли
,,,А мне кофту точно отправят?)
,,А мне кофту точно отправят?),Это дельфин
,,,а вы кто?
,,а вы кто?,Кутявин Максим
,,,и у нас кофт не было
,,и у нас кофт не было,Забыл
,,,.
,,.,Светлую
,.,Светлую,"А можно контакт видеографа пжлст?)
который нас снимал, из медиацентра"
.,Светлую,"А можно контакт видеографа пжлст?)
который нас снимал, из медиацентра",Студента?
Светлую,"А можно контакт видеографа пжлст?)
который нас снимал, из медиацентра",Студента?,yes
"А можно контакт видеографа пжлст?)
который нас снимал, из медиацентра",Студента?,yes,его ссылка на страницу в ВК нарушает первое правило
Студента?,yes,его ссылка на страницу в ВК нарушает первое правило,"Ага
Опасный"
,,,А куда зажмотили фотки с ковром?))
,,А куда зажмотили фотки с ковром?)),такой же вопрос 🫢
,,,спс
,,спс,СибГУТИ 😍🥵
,спс,СибГУТИ 😍🥵,Лучший вуз)
спс,СибГУТИ 😍🥵,Лучший вуз),только хотел написать тебе
,,,У неё будут отрезать палец каждую неделю и отсылать тебе
,,У неё будут отрезать палец каждую неделю и отсылать тебе,"Прикольно, а что будет на 21 неделю?"
,У неё будут отрезать палец каждую неделю и отсылать тебе,"Прикольно, а что будет на 21 неделю?",Почка
,,,Пока ты не заплатишь выкуп
,,Пока ты не заплатишь выкуп,А на 23?
,Пока ты не заплатишь выкуп,А на 23?,"Убьют
И по органам присылать будут"
Пока ты не заплатишь выкуп,А на 23?,"Убьют
И по органам присылать будут",За тебя почти всю работу сделают
,,,"Пх, где not xls team?"
,,"Пх, где not xls team?",В зоопарке
,"Пх, где not xls team?",В зоопарке,🌚🌚🌚
,,,Who asked 🤯
,,,"Бви в вышку им обеспечено 😘🥳
Предлагаю сходить в чайхону отпраздновать!!! Это великий день!! 🫶🔥🔥🔥"
,,"Бви в вышку им обеспечено 😘🥳
Предлагаю сходить в чайхону отпраздновать!!! Это великий день!! 🫶🔥🔥🔥",С каликом?
,,,)) и максом
,,,Какие ограничения на возраст для стажировки?
,,Какие ограничения на возраст для стажировки?,Ограничений нет: мы отдельно рассмотрим каждый запрос и попробуем предложить оптимальный и взаимноинтересный вариант взаимодействия
,,,а какие сроки у стажировки?
,,а какие сроки у стажировки?,"если вы про даты, то они будут определены позже по итогам сбора и анализа анкет, если про длительность, то это до 2х месяцев взаимодействия (предварительно)"
,,,А стажировка оплачиваемая ?
,,А стажировка оплачиваемая ?,Нет
,,,"Нужно понимать, что стажировка - ценность сама по себе, т.к. это возможность взаимодействия с нашими экспертами при решении реальных задач, с разбором результатов и изучением наших методик. Возможность получить уникальный опыт"
,,,"Вау, я думал бан ему будет"
,,"Вау, я думал бан ему будет",А за что..))
,"Вау, я думал бан ему будет",А за что..)),Так бездарно написать пост на хабр и ещё спрашивать за что...
"Вау, я думал бан ему будет",А за что..)),Так бездарно написать пост на хабр и ещё спрашивать за что...,Он хотя-бы что-то написал
А за что..)),Так бездарно написать пост на хабр и ещё спрашивать за что...,Он хотя-бы что-то написал,😉
,,,"типа вытащил данные с этапа наверное, но машины потом доступны были
Либо флагошеер :)"
,,,"Ну ты чего, норм написал, легко читается"
,,"Ну ты чего, норм написал, легко читается",Не давай человеку ложных надежд
,,,Злой ты
,,Злой ты,Пост Рил норм
,,,Так они все там
,,Так они все там,С ковром и старым компами?
,Так они все там,С ковром и старым компами?,"Рил кстати, забыл про эти фотки"
,,,Я там на питоне программировал...
,,Я там на питоне программировал...,Да и в принципе фоточки как-то задерживаются 👉👈
,,,"А когда ответ по анкете будет, если не секрет?"
,,"А когда ответ по анкете будет, если не секрет?",В течение пары недель приблизительно
,"А когда ответ по анкете будет, если не секрет?",В течение пары недель приблизительно,(Две недели это сколько?)
"А когда ответ по анкете будет, если не секрет?",В течение пары недель приблизительно,(Две недели это сколько?),Добрый день! Завтра будет письмо о дальнейших наших планах🙌
,,,Так уже
,,Так уже,да?
,,,Кого ты слушаешь
,,Кого ты слушаешь,"Если вы в Москве, приходите завтра)"
,,,В туалет тоже будут водить под присмотром?
,,В туалет тоже будут водить под присмотром?,Конечно. Он по талонам вообще.
,В туалет тоже будут водить под присмотром?,Конечно. Он по талонам вообще.,А сколько талонов выдадут?
В туалет тоже будут водить под присмотром?,Конечно. Он по талонам вообще.,А сколько талонов выдадут?,А сколько баллов по инфе набрали?
Конечно. Он по талонам вообще.,А сколько талонов выдадут?,А сколько баллов по инфе набрали?,500
А сколько талонов выдадут?,А сколько баллов по инфе набрали?,500,Ну нет
,,,")
Александр
не врите"
,,,"квест интересный, я оценил"
,,"квест интересный, я оценил",особенно бот
,,,"Вот блин
Раскусили"
,,"Вот блин
Раскусили",особенно костюмы
,"Вот блин
Раскусили",особенно костюмы,Есть архив с тасками финала?
"Вот блин
Раскусили",особенно костюмы,Есть архив с тасками финала?,"Он там же, где и фотографии, наверное
Кста ссылка больше не работает (по крайней мере, у меня)"
особенно костюмы,Есть архив с тасками финала?,"Он там же, где и фотографии, наверное
Кста ссылка больше не работает (по крайней мере, у меня)",+
Есть архив с тасками финала?,"Он там же, где и фотографии, наверное
Кста ссылка больше не работает (по крайней мере, у меня)",+,"+
Удалили папку"
"Он там же, где и фотографии, наверное
Кста ссылка больше не работает (по крайней мере, у меня)",+,"+
Удалили папку",кто не успел ..
+,"+
Удалили папку",кто не успел ..,Тот опоздал
,,,"Вот я качал качал.... Докачал почти целиком. Потом подумал, что пофиг, не удалят же. И отменил...."
,,"Вот я качал качал.... Докачал почти целиком. Потом подумал, что пофиг, не удалят же. И отменил....",и правда
,,,"там ничено не удалили
срок доступа был на 7 дней
поправим"
,,,"ничего не удалили, это пятый pwn"
,,"ничего не удалили, это пятый pwn",
,,,доступ к фоткам надо ещё получить
,,доступ к фоткам надо ещё получить,0day yandex
,доступ к фоткам надо ещё получить,0day yandex,Даже фазить не надо
доступ к фоткам надо ещё получить,0day yandex,Даже фазить не надо,Саня спать
0day yandex,Даже фазить не надо,Саня спать,Лан
,,,"Откройте, пожалуйста, доступ к фото. Я хотел их скачать."
,,"Откройте, пожалуйста, доступ к фото. Я хотел их скачать.",+
,,,Ещё бы ковёр и остальные дни 👉👈
,,Ещё бы ковёр и остальные дни 👉👈,"Всем привет!
Наша команда завела канал
Там мы опубликовали райтапы с исходниками заданий
Очень здорово что именно вы будете первой аудиторией"
,Ещё бы ковёр и остальные дни 👉👈,"Всем привет!
Наша команда завела канал
Там мы опубликовали райтапы с исходниками заданий
Очень здорово что именно вы будете первой аудиторией","ура, можно прочитать последнюю часть легенды"
Ещё бы ковёр и остальные дни 👉👈,"Всем привет!
Наша команда завела канал
Там мы опубликовали райтапы с исходниками заданий
Очень здорово что именно вы будете первой аудиторией","ура, можно прочитать последнюю часть легенды",Отлетели в бан за иду про)
"Всем привет!
Наша команда завела канал
Там мы опубликовали райтапы с исходниками заданий
Очень здорово что именно вы будете первой аудиторией","ура, можно прочитать последнюю часть легенды",Отлетели в бан за иду про),Полнейшая
"ура, можно прочитать последнюю часть легенды",Отлетели в бан за иду про),Полнейшая,До сих пор не работает...
Отлетели в бан за иду про),Полнейшая,До сих пор не работает...,немного тут есть
,,,Там ничего нового не появилось?
,,Там ничего нового не появилось?,Ожидаемо
,,,Спасибо!!!
,,,"Кто участвовал в финале Всероса по ИБ, как успехи?"
,,"Кто участвовал в финале Всероса по ИБ, как успехи?","Да, завтра можно будет подробнее сказать. А сейчас баллы за последний, решающий тур ещё неизвестны."
,,,"Завтра награждение, пока что ничего однозначного сказать нельзя"
,,"Завтра награждение, пока что ничего однозначного сказать нельзя","1 балл за прак 😋 две халявы не решил и по кринж критериям не получил баллы на т.н. ""анализе трафика"""
,"Завтра награждение, пока что ничего однозначного сказать нельзя","1 балл за прак 😋 две халявы не решил и по кринж критериям не получил баллы на т.н. ""анализе трафика""",а фоток новых все еще нет(
"Завтра награждение, пока что ничего однозначного сказать нельзя","1 балл за прак 😋 две халявы не решил и по кринж критериям не получил баллы на т.н. ""анализе трафика""",а фоток новых все еще нет(,расходимся
,,,"А здесь есть победы/призеры 8,9,10 класс ?"
,,"А здесь есть победы/призеры 8,9,10 класс ?","в дополнение к этому, есть ли пывнеры 8-10 класс (лс мне или @mrFOXY)"
,,,Есть)
,,Есть),"(Напишите в лс пожалуйста, давайте Тим)"
,,,💦💦💦
,,💦💦💦,🫧🫧🫧
,,,"Удачи на ЕГЭ, товарищи 11-классники!"
,,"Удачи на ЕГЭ, товарищи 11-классники!",Куда поступать?
,"Удачи на ЕГЭ, товарищи 11-классники!",Куда поступать?,В МИФИ очевидно
"Удачи на ЕГЭ, товарищи 11-классники!",Куда поступать?,В МИФИ очевидно,А есть другие варианты?
,,,На иб
,,,"Ну только если бугульминский градостроительный техникум

Я им написал, оказывается что у них даже конкурса нету, а проходной балл там - 110/300"
,,"Ну только если бугульминский градостроительный техникум

Я им написал, оказывается что у них даже конкурса нету, а проходной балл там - 110/300",И это не тире а минус
,,,Ну пацаны мне кажется мы недостойны и ноги нашей через пороги этого facility
,,,"мужик, за что ты на меня обиделся и забанил?("
,,"мужик, за что ты на меня обиделся и забанил?(",Всех татаров банит
,,,нормально же общались
,,нормально же общались,"Ну в следующий раз просто не проноси тогда телефон на аппеляцию пж, делая вид когда прохлопываешь карманы, что его нет 😸"
,нормально же общались,"Ну в следующий раз просто не проноси тогда телефон на аппеляцию пж, делая вид когда прохлопываешь карманы, что его нет 😸","Подавай жалобу в РОЦ, ты же это умеешь, на себе убедился"
нормально же общались,"Ну в следующий раз просто не проноси тогда телефон на аппеляцию пж, делая вид когда прохлопываешь карманы, что его нет 😸","Подавай жалобу в РОЦ, ты же это умеешь, на себе убедился",сейчас бы подавать жалобу на проведение закла в региональный центр)))
,,,А так че предъяв нету
,,А так че предъяв нету,"если ты не веришь, что мой проект объективно лучше твоего, то я не знаю что тебе сказать, он в много раз сложнее чем кажется на первый взгляд, в него вложена не одна сотня часов и у него больше 100 звездочек на гитхабе хд"
,А так че предъяв нету,"если ты не веришь, что мой проект объективно лучше твоего, то я не знаю что тебе сказать, он в много раз сложнее чем кажется на первый взгляд, в него вложена не одна сотня часов и у него больше 100 звездочек на гитхабе хд",Какой у тебя проект?
А так че предъяв нету,"если ты не веришь, что мой проект объективно лучше твоего, то я не знаю что тебе сказать, он в много раз сложнее чем кажется на первый взгляд, в него вложена не одна сотня часов и у него больше 100 звездочек на гитхабе хд",Какой у тебя проект?,"Копатель онлайн с античитом

А то есть какой-то ✨секьюрный ✨фреймворк на html и game maker language"
"если ты не веришь, что мой проект объективно лучше твоего, то я не знаю что тебе сказать, он в много раз сложнее чем кажется на первый взгляд, в него вложена не одна сотня часов и у него больше 100 звездочек на гитхабе хд",Какой у тебя проект?,"Копатель онлайн с античитом

А то есть какой-то ✨секьюрный ✨фреймворк на html и game maker language","Можно пж моему проекту нейминг устроить
github.com/hikariatama/Hikka"
Какой у тебя проект?,"Копатель онлайн с античитом

А то есть какой-то ✨секьюрный ✨фреймворк на html и game maker language","Можно пж моему проекту нейминг устроить
github.com/hikariatama/Hikka",Ботик для ленивых
,,,"????????
чел если ты серьезно думаешь что мне что-то там подсудили на всеросе"
,,,у меня +0 с апелляции единогласно
,,у меня +0 с апелляции единогласно,*
,,,в жюри все челы с москвы
,,в жюри все челы с москвы,и даже женщины татарской внешности в платках
,,,Дак у меня тоже ¯\_(ツ)_/¯
,,Дак у меня тоже ¯\_(ツ)_/¯,ну так а какие тогда претензии
,,,И чо
,,,"Если тебе интересно, твою жалобу отклонили"
,,"Если тебе интересно, твою жалобу отклонили","Меня просто перед фактом поставили, что на меня была жалоба, и что без моего участия все разрешилось..."
,"Если тебе интересно, твою жалобу отклонили","Меня просто перед фактом поставили, что на меня была жалоба, и что без моего участия все разрешилось...","А, это ты тогда еще?"
"Если тебе интересно, твою жалобу отклонили","Меня просто перед фактом поставили, что на меня была жалоба, и что без моего участия все разрешилось...","А, это ты тогда еще?",Угу
,,,"Ну так, чисто к слову"
,,"Ну так, чисто к слову",Ок ¯\_(ツ)_/¯
,,,Ты на весь Татарстан жалоб накидал что-ли?
,,Ты на весь Татарстан жалоб накидал что-ли?,Хорошая попытка
,,,"Нет, на рандом одного тыкнул"
,,"Нет, на рандом одного тыкнул",Фу какие вы все злые
,"Нет, на рандом одного тыкнул",Фу какие вы все злые,Сам на себя подал тоже случайно
,,,А как же мужская дружба
,,А как же мужская дружба,Не мы его в ЧС кидали 🤷‍♀️
,А как же мужская дружба,Не мы его в ЧС кидали 🤷‍♀️,Имею полное право
,,,"Зачем тут кипишь разводить?

А, точно, ты же в личку достучаться не можешь :)
Я феминист"
,,,"Ну опустим тот факт что ты его давно сделал и подгонал под тематику проекта

И на реге у тебя тоже не было такого, что ты пришел на показ работ и у тебя работа на полный балл чужим почерком?"
,,"Ну опустим тот факт что ты его давно сделал и подгонал под тематику проекта

И на реге у тебя тоже не было такого, что ты пришел на показ работ и у тебя работа на полный балл чужим почерком?","я летел в мск сразу на следующий день после защиты проектов, я не был на награждении и показе работ"
,,,За теор
,,,"я не могу сказать наверняка, потому что сам не видел, но даже если мне что-то там подкрутили, я-то как в этом виноват, я же не просил никого это делать, не давал взяток каких-то и т.д."
,,"я не могу сказать наверняка, потому что сам не видел, но даже если мне что-то там подкрутили, я-то как в этом виноват, я же не просил никого это делать, не давал взяток каких-то и т.д.","если тебе что-то там подкрутили, а ты не пресек этого, то ты уже виноват получается

*важное слово если"
,,,за что ты на меня лично обиделся
,,за что ты на меня лично обиделся,"Ты сам это расфорсил, заметь"
,,,"вообще да, я думал что я максимум призер региона, но мне дали победа"
,,,Я с тобой вообще не инициировал разговор
,,Я с тобой вообще не инициировал разговор,"ооооо, родной, здарова"
,Я с тобой вообще не инициировал разговор,"ооооо, родной, здарова",Ку
,,,"ты просто инициировал какой-то конфликт, послав меня в лс и заблокировав везде с ничего"
,,"ты просто инициировал какой-то конфликт, послав меня в лс и заблокировав везде с ничего","Так я просто дал понять что не хочу с тобой общаться

Я думал это примитивно:)"
,"ты просто инициировал какой-то конфликт, послав меня в лс и заблокировав везде с ничего","Так я просто дал понять что не хочу с тобой общаться

Я думал это примитивно:)","если я тебе просто неприятен как человек то я могу это понять, но просто до всего этого ты вроде вел себя так как будто я тебе более-менее симпатизирую хз может я не правильно понял"
"ты просто инициировал какой-то конфликт, послав меня в лс и заблокировав везде с ничего","Так я просто дал понять что не хочу с тобой общаться

Я думал это примитивно:)","если я тебе просто неприятен как человек то я могу это понять, но просто до всего этого ты вроде вел себя так как будто я тебе более-менее симпатизирую хз может я не правильно понял","Ну пока не дошла гиря до полу, да, вполне себе"
,,,я не хочу всего этого
,,я не хочу всего этого,Поправь меня ксли я не прав
,,,а как же авторешалка хтб
,,а как же авторешалка хтб,nmap —script vuln?
,а как же авторешалка хтб,nmap —script vuln?,мне кажется там что-то такое и есть в итоге
,,,"Хддддд
Хороший байт за который мне в этом чате вполне полноправно дадут мут или кик, с чем я в целом согласен"
,,"Хддддд
Хороший байт за который мне в этом чате вполне полноправно дадут мут или кик, с чем я в целом согласен","опять грызня в иб чатике, впрочем, ничего нового"
,,,"ну вообще на гм, тайпскрипте и ноде, да

я готов поспорить, что ты не знаешь, каково это написать даже самый простой как ты говоришь ""копатель онлайн"" с онлайн мультиплеером с нуля, который бы был плавным, не лагал, не дергался и т.д."
,,"ну вообще на гм, тайпскрипте и ноде, да

я готов поспорить, что ты не знаешь, каково это написать даже самый простой как ты говоришь ""копатель онлайн"" с онлайн мультиплеером с нуля, который бы был плавным, не лагал, не дергался и т.д.",pov gamedev in 2023
,"ну вообще на гм, тайпскрипте и ноде, да

я готов поспорить, что ты не знаешь, каково это написать даже самый простой как ты говоришь ""копатель онлайн"" с онлайн мультиплеером с нуля, который бы был плавным, не лагал, не дергался и т.д.",pov gamedev in 2023,"просто если ты думаешь/говоришь, что это просто, то ты ошибаешься, это же Даннинг-Крюгер

да, я чсв, но мне кажется ты не сможешь сам написать любой простейший ""%нейм% онлайн"" даже за неделю работы"
,,,"Лучше бы блокчейновую доту сделать
Скины и арканы в виде нон-фанжибл токенов
Идея топ"
,,,"Спикер PHD vs Gamedev, мне нравится"
,,"Спикер PHD vs Gamedev, мне нравится",Победил Шуберт
,,,куда за баном обращаться
,,,"звучит эгоистично, но это так. ты же наверняка ничего сложнее 50-строчных скриптиков на питоне не писал, ты не знаешь, что такое поддерживать прод или библиотеку, которой реально пользуются люди"
,,"звучит эгоистично, но это так. ты же наверняка ничего сложнее 50-строчных скриптиков на питоне не писал, ты не знаешь, что такое поддерживать прод или библиотеку, которой реально пользуются люди","Также я, который помогал студенту в «практико-ориентированном вузе», при котором ты учишься, деплоить и прокидывать ci/cd пайплайн на проекте по млке, которым действительно (в теории, по концепции) будут пользоваться люди🤡"
,"звучит эгоистично, но это так. ты же наверняка ничего сложнее 50-строчных скриптиков на питоне не писал, ты не знаешь, что такое поддерживать прод или библиотеку, которой реально пользуются люди","Также я, который помогал студенту в «практико-ориентированном вузе», при котором ты учишься, деплоить и прокидывать ci/cd пайплайн на проекте по млке, которым действительно (в теории, по концепции) будут пользоваться люди🤡","похвально, но все равно в теории и реально пользуются люди это не совсем одинаковые вещи"
"звучит эгоистично, но это так. ты же наверняка ничего сложнее 50-строчных скриптиков на питоне не писал, ты не знаешь, что такое поддерживать прод или библиотеку, которой реально пользуются люди","Также я, который помогал студенту в «практико-ориентированном вузе», при котором ты учишься, деплоить и прокидывать ci/cd пайплайн на проекте по млке, которым действительно (в теории, по концепции) будут пользоваться люди🤡","похвально, но все равно в теории и реально пользуются люди это не совсем одинаковые вещи","5 форков на гитхабе, круто, я уже вижу как эта штука метит на IPO, гейм-отдел майков уже в припадке носится, осознав низкую конкурентоспособность

Но вы не на хакатон приехали, там вообще не по теме, никакую проблему иб он не покрывает, тема не реализует себя

Вна2ре, репозиторию твоему 2 года, не отрицаю что на тайпскрипте и гмл оооочень сложно на протяжение долгого времени раскидать простенькие задачки, ну вот можно сказать что он секюрный, фреймворк этот, да, сорцы можно и не смотреть, оно решает проблему иб 100% ¯\_(ツ)_/¯"
,,,"кажется ценность проекта измеряется не как «вот я написал, а ты не напишешь, значит проект крутой»"
,,"кажется ценность проекта измеряется не как «вот я написал, а ты не напишешь, значит проект крутой»","Ключевая фраза здесь, пожалуй, ""библиотеку, которой реально пользуются люди"""
,,,"в конечной полезности для людей, но и в сложности реализации в том числе
если ты сделал что-то очень простое или никому ненужное, вложив в него очень много усилий, то конечно как проект это будет не очень ценно, не спорю"
,,"в конечной полезности для людей, но и в сложности реализации в том числе
если ты сделал что-то очень простое или никому ненужное, вложив в него очень много усилий, то конечно как проект это будет не очень ценно, не спорю","если ты сделал что-то сложное и никому не нужное, это еще менее ценно будет, в этом даже разбираться никто не будет))))"
,,,Hikka
,,Hikka,"Не, я хочу от даниссимо"
,Hikka,"Не, я хочу от даниссимо",1chelovek1banka
,,,У него талант на нейминг
,,,Там бекдор чтобы угнать тг акк?
,,Там бекдор чтобы угнать тг акк?,"Такого нет, к сожалению"
,Там бекдор чтобы угнать тг акк?,"Такого нет, к сожалению",пока что
,,,"Пока ты не разрешишь угнать акк, его нельзя угнать(
Ладно"
,,,У тебя нет что-ли тулзы для перевода текста? Позорный проект
,,У тебя нет что-ли тулзы для перевода текста? Позорный проект,Hai uno strumento per tradurre il testo? progetto vergognoso
,У тебя нет что-ли тулзы для перевода текста? Позорный проект,Hai uno strumento per tradurre il testo? progetto vergognoso,Что за кринж а не проект. Почему тебе нужно писать еще команду какую-то. У тебя должна быть ии которая сама поймет какую тулзу применить.
У тебя нет что-ли тулзы для перевода текста? Позорный проект,Hai uno strumento per tradurre il testo? progetto vergognoso,Что за кринж а не проект. Почему тебе нужно писать еще команду какую-то. У тебя должна быть ии которая сама поймет какую тулзу применить.,Интересная задумка
Hai uno strumento per tradurre il testo? progetto vergognoso,Что за кринж а не проект. Почему тебе нужно писать еще команду какую-то. У тебя должна быть ии которая сама поймет какую тулзу применить.,Интересная задумка,"Если не надо ничего делать, не будет тупых вопросов в чате техподдержки"
,,,что у тебя там прогрето
,,что у тебя там прогрето,HikkaGPT
,что у тебя там прогрето,HikkaGPT,афыхвыфхвфыхвфых
что у тебя там прогрето,HikkaGPT,афыхвыфхвфыхвфых,Я изменил немного но если перевести обратно в человеческий будет понятно
,,,"1. проект бустрапится не форком
2. проект в первую очередь про геймдев и упрощение жизни разработчикам в контексте создания мультиплеерных игр, иб второстепенно
3. ??? опять же, ты не разбирался в том, как это работает, что внутри, а с таким уровнем аргументации можно до чего угодно докопаться. если разработка своих достаточно сложных и комплексных систем из многих компонентов - это простенькая задачка (наверно не то что апишки из питончика дергать), то я не знаю чем тебя можно впечатлить, наверно разве что Дотой 3"
,,"1. проект бустрапится не форком
2. проект в первую очередь про геймдев и упрощение жизни разработчикам в контексте создания мультиплеерных игр, иб второстепенно
3. ??? опять же, ты не разбирался в том, как это работает, что внутри, а с таким уровнем аргументации можно до чего угодно докопаться. если разработка своих достаточно сложных и комплексных систем из многих компонентов - это простенькая задачка (наверно не то что апишки из питончика дергать), то я не знаю чем тебя можно впечатлить, наверно разве что Дотой 3","На ноде же да?

Ща доеду домой зайду в npm, посмотрю сколько вулнов выдаст, если он такой секьюрный"
